name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
pune,2022-01-21,31,11.9,21.1,29.7,11.9,21,13,63.5,0,0,0,,0,0,29.9,12.2,277.9,1012.4,0.4,18.4,231.1,20.1,8,10,2022-01-21T07:09:59,2022-01-21T18:21:53,0.62,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-01-22,25.7,14.4,20.1,25.7,14.4,20.1,15.7,78.1,0,0,0,,0,0,45.7,20.2,259.7,1011.3,51.2,18.2,180.3,15.6,7,10,2022-01-22T07:09:56,2022-01-22T18:22:30,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-01-23,22.8,15.4,19.3,22.8,15.4,19.3,13.7,71.9,0.9,100,25,rain,0,0,38.5,16.2,272.8,1011.3,64.9,17.7,177,15.4,7,10,2022-01-23T07:09:51,2022-01-23T18:23:07,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-01-24,23.8,12.9,17,23.8,12.9,17,10.2,67.1,0,0,0,,0,0,28.1,10.1,355.1,1012.3,28.2,18.2,234.5,20.4,8,10,2022-01-24T07:09:45,2022-01-24T18:23:43,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-01-25,24.8,9.8,16.5,24.8,9.1,16.5,9.5,67.3,0,0,0,,0,0,31.3,11.2,46.8,1012.4,0,17.7,239.8,20.7,9,10,2022-01-25T07:09:37,2022-01-25T18:24:20,0.75,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-01-26,24.9,10.4,17.2,24.9,10.4,17.2,9.6,64.7,0,0,0,,0,0,32,12.2,57.5,1013.2,3.1,18.5,238.3,20.6,8,10,2022-01-26T07:09:29,2022-01-26T18:24:55,0.79,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-01-27,25.6,11.4,18.1,25.6,11.4,18.1,9.7,60.6,0,0,0,,0,0,35.6,14.4,75.1,1013.9,9.1,17.9,236.5,20.4,8,10,2022-01-27T07:09:19,2022-01-27T18:25:31,0.83,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-01-28,26.4,10.9,18.4,26.4,10.9,18.4,9.7,60.3,0,0,0,,0,0,38.2,15.5,85.3,1015.1,1.3,18.2,240.4,20.8,9,10,2022-01-28T07:09:08,2022-01-28T18:26:06,0.86,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-01-29,27.6,10.1,18.5,26.8,10.1,18.4,8.7,57.3,0,0,0,,0,0,34.2,13.3,85.7,1015.9,0.8,18.2,245.4,21.2,9,10,2022-01-29T07:08:55,2022-01-29T18:26:40,0.9,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-01-30,30.1,10.4,19.7,28.8,10.4,19.5,9.5,56.4,0,0,0,,0,0,23.4,9.4,80.8,1014.1,1.8,18.2,245.1,21.1,9,10,2022-01-30T07:08:42,2022-01-30T18:27:14,0.93,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-01-31,31.8,12.1,21.5,30,12.1,21.2,10.6,54.1,0,0,0,,0,0,18,8.6,297.5,1013.7,1.3,18.2,245.7,21.2,9,10,2022-01-31T07:08:27,2022-01-31T18:27:48,0.97,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-01,31.8,11.2,21,30.1,11.2,20.7,10.2,54.8,0,0,0,,0,0,19.8,9.4,338.8,1012.1,0,18.2,247.4,21.2,9,10,2022-02-01T07:08:11,2022-02-01T18:28:21,0,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-02,31.8,11.7,21.9,30.2,11.7,21.5,10.8,53.4,0,0,0,,0,0,30.6,12.2,261.5,1012.2,2.7,18.2,247.3,21.4,9,10,2022-02-02T07:07:54,2022-02-02T18:28:54,0.03,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-03,29.8,12.2,20.7,28,12.2,20.4,10.1,58.6,0,0,0,,0,0,37.8,15.8,265.8,1011.6,0.6,18.4,254.2,21.8,9,10,2022-02-03T07:07:36,2022-02-03T18:29:26,0.07,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-04,27.3,14.9,19.7,26.9,14.9,19.6,12.2,66.7,0,0,0,,0,0,24.8,8.6,269,1011.5,29.2,18.7,229.4,19.6,9,10,2022-02-04T07:07:16,2022-02-04T18:29:58,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-05,29,11.4,20,27.9,11.4,19.8,11.1,62.3,0,0,0,,0,0,29.5,11.2,89.1,1011.9,5.6,18.2,250.8,21.4,9,10,2022-02-05T07:06:55,2022-02-05T18:30:29,0.13,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-06,30.1,12.4,21.2,28.7,12.4,20.9,11.7,60.6,0,0,0,,0,0,36,15.1,105.7,1013.8,0.4,17.7,251,21.6,9,10,2022-02-06T07:06:34,2022-02-06T18:31:00,0.16,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-07,31.6,14.1,21.8,30.3,14.1,21.6,14,66,0,0,0,,0,0,25.6,11.2,279.4,1014.3,4,17.9,248.7,21.5,9,10,2022-02-07T07:06:11,2022-02-07T18:31:31,0.19,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-08,31.6,15.4,21.5,30.2,15.4,21.4,14.4,68.6,0,0,0,,0,0,37.1,14.8,275.8,1013.4,21.2,18.2,249.3,21.5,9,10,2022-02-08T07:05:47,2022-02-08T18:32:00,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-09,28.8,13.4,19.9,27.6,13.4,19.8,11.7,66,0,0,0,,0,0,23.4,10.1,298.7,1013.3,20.8,18.2,246.5,21.5,9,10,2022-02-09T07:05:22,2022-02-09T18:32:30,0.26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-10,28.3,13.3,20.3,27.5,13.3,20.2,11.8,63,0,0,0,,0,0,40,16.9,66.9,1013.5,14.5,18.4,251.7,21.6,9,10,2022-02-10T07:04:56,2022-02-10T18:32:58,0.29,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-11,28.3,13.4,20.8,27.4,13.4,20.7,10.5,54.1,0,0,0,,0,0,41.8,17.3,80.2,1013.8,8.8,18.2,253.1,21.8,9,10,2022-02-11T07:04:28,2022-02-11T18:33:27,0.32,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-12,29.1,13.2,21.4,28.1,13.2,21.2,10.7,53.1,0,0,0,,0,0,32.4,13.3,80.1,1013.3,6.3,18.2,254.2,22,9,10,2022-02-12T07:04:00,2022-02-12T18:33:54,0.36,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-13,30.8,14.2,21.8,29.5,14.2,21.6,12.3,58.6,0,0,0,,0,0,30.2,10.8,68.7,1011.2,9.6,18.2,254,22.1,9,10,2022-02-13T07:03:31,2022-02-13T18:34:22,0.39,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-14,30.6,14.7,21.8,28.9,14.7,21.4,10.9,55.4,0,0,0,,0,0,30.2,15.1,304.9,1011.1,6.3,18.2,257.3,22.3,9,10,2022-02-14T07:03:01,2022-02-14T18:34:48,0.42,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-15,30.3,12.9,21.3,28.6,12.9,21,10,53.2,0,0,0,,0,0,27.4,12.2,323.7,1011.2,3.7,18.2,261.5,22.5,9,10,2022-02-15T07:02:30,2022-02-15T18:35:14,0.45,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-16,30,13.7,21.3,28.4,13.7,21.2,11.5,57.5,0,0,0,,0,0,37.1,15.8,279,1009.8,17.1,18.2,239.6,20.6,8,10,2022-02-16T07:01:57,2022-02-16T18:35:40,0.5,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-17,30.6,15.4,22.1,28.8,15.4,21.7,10.9,53.5,0,0,0,,0,0,31.3,11.9,270.4,1008.4,15.7,18.4,254.6,22.1,9,10,2022-02-17T07:01:24,2022-02-17T18:36:05,0.52,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-18,32,14.7,22.4,30.2,14.7,22.1,11.6,53.5,0,0,0,,0,0,27.4,12.2,276.8,1009.6,6.9,18.4,257.1,22.1,9,10,2022-02-18T07:00:50,2022-02-18T18:36:30,0.56,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-19,32.1,15.7,23.2,30.9,15.7,23,13.2,56.6,0,0,0,,0,0,31,14,304.1,1011.8,31.8,18.4,242.1,21,9,10,2022-02-19T07:00:16,2022-02-19T18:36:54,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-20,33.3,13.9,23.2,31.2,13.9,22.7,10.5,49.7,0,0,0,,0,0,30.6,11.9,293.5,1011.5,2.3,18.4,270,23.4,9,10,2022-02-20T06:59:40,2022-02-20T18:37:17,0.63,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-21,33.3,12.2,23.1,31.2,12.2,22.5,10.4,50.3,0,0,0,,0,0,22.3,8.6,330.2,1010.8,1,18.4,271,23.4,9,10,2022-02-21T06:59:03,2022-02-21T18:37:40,0.66,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-22,34,13.7,23.8,31.9,13.7,23.2,9.3,44.7,0,0,0,,0,0,28.8,11.2,59.6,1011.6,0,18.2,271.7,23.4,9,10,2022-02-22T06:58:26,2022-02-22T18:38:03,0.7,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-23,34.3,15.9,24.6,32.5,15.9,24.2,13.1,53.7,0,0,0,,0,0,31,12.2,91,1013.2,0.7,17.9,267.8,23,9,10,2022-02-23T06:57:48,2022-02-23T18:38:25,0.73,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-24,34,17.4,25.3,32.6,17.4,24.8,14.2,55,0,0,0,,0,0,24.1,8.6,310.5,1014.3,35.2,18.2,252.8,21.9,9,10,2022-02-24T06:57:09,2022-02-24T18:38:47,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-25,33.3,16.9,24.5,31.3,16.9,24,11.9,50,0,0,0,,0,0,27,10.4,347,1013.9,27.5,18.2,255.5,22,9,10,2022-02-25T06:56:30,2022-02-25T18:39:08,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-26,33.1,15.4,24.7,30.9,15.4,24.1,10.4,44.1,0,0,0,,0,0,27.7,11.9,320.3,1013.4,31.1,18.4,248,21.3,9,10,2022-02-26T06:55:49,2022-02-26T18:39:28,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-27,33.8,17.7,24.5,31.7,17.7,24,11.1,47.1,0,0,0,,0,0,26.6,10.1,6.4,1014.1,31.5,18.4,263.2,22.7,9,10,2022-02-27T06:55:08,2022-02-27T18:39:49,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-02-28,32.8,15.1,24.2,30.9,15.1,23.7,10.3,45.2,0,0,0,,0,0,29.5,38.8,42.8,1013.5,24.4,18.2,248.8,21.5,9,10,2022-02-28T06:54:27,2022-02-28T18:40:09,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-01,33.6,15.7,24.2,31.6,15.7,23.7,10.2,44,0,0,0,,0,0,28.1,10.4,18.3,1013.6,25.9,18.4,246.1,21.3,9,10,2022-03-01T06:53:44,2022-03-01T18:40:28,0.95,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-02,34,16.1,24.6,32.2,16.1,24.1,11.3,46.9,0,0,0,,0,0,31.7,13,70,1013.1,27.6,18.2,233.1,20.1,9,10,2022-03-02T06:53:02,2022-03-02T18:40:47,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-03,34.8,18.6,25.4,32.6,18.6,24.8,11.8,46.8,0,0,0,,0,0,33.5,13.3,49.4,1012.7,34.5,18.2,231.2,20,9,10,2022-03-03T06:52:18,2022-03-03T18:41:06,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-04,34.1,17.7,25.2,32,17.7,24.6,11.3,45.8,0,0,0,,0,0,29.2,10.4,343.5,1012.9,27.4,18.2,253.2,21.9,9,10,2022-03-04T06:51:34,2022-03-04T18:41:24,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-05,34.1,16.9,25.2,32.2,16.9,24.6,11.1,44.3,0,0,0,,0,0,33.5,13.3,58,1012.4,18.3,18.2,273,23.7,10,10,2022-03-05T06:50:50,2022-03-05T18:41:42,0.08,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-06,33.3,17.1,25.1,31.5,17.1,24.7,12.8,49,0,0,0,,0,0,36.7,15.1,81.6,1011.2,29.8,18.2,205.4,17.7,9,10,2022-03-06T06:50:05,2022-03-06T18:41:59,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-07,33,17.7,25.8,31.8,17.7,25.5,14.1,50.9,0,0,0,,0,0,34.2,12.6,180.8,1011.2,50.4,18.2,207.3,18,8,10,2022-03-07T06:49:19,2022-03-07T18:42:16,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-08,32.8,19.9,25.9,31.8,19.9,25.6,14.3,51.1,0,0,0,,0,0,33.8,14,83.1,1011.6,52.4,18.4,223.1,19.3,8,10,2022-03-08T06:48:33,2022-03-08T18:42:33,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-09,32.6,20.1,25.2,31.6,20.1,25,14.9,55.2,0.7,100,8.33,rain,0,0,41.8,18,64.8,1011.7,50.9,18.2,241.3,20.9,9,10,2022-03-09T06:47:47,2022-03-09T18:42:50,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-03-10,32,19.7,24.7,31,19.7,24.5,14.5,55.5,0,0,0,,0,0,31.7,10.4,84.4,1011.7,48.6,17.9,207.8,17.8,7,10,2022-03-10T06:47:00,2022-03-10T18:43:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-11,33.1,18.4,25.3,31.9,18.4,25,14.7,54.9,1,100,4.17,rain,0,0,31.7,9,101.3,1011.4,42.9,17.8,231,20,8,10,2022-03-11T06:46:13,2022-03-11T18:43:22,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-03-12,32.8,18.2,24.8,31.6,18.2,24.4,14,54.5,0.1,100,4.17,rain,0,0,32.4,13,81.7,1011.3,34.1,18.2,254.1,21.9,9,10,2022-03-12T06:45:25,2022-03-12T18:43:38,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2022-03-13,34.1,17.2,25.6,32.1,17.2,25,12.5,48.5,0,0,0,,0,0,38.5,15.8,61.3,1011.3,6.8,18.2,278.6,24.1,10,10,2022-03-13T06:44:37,2022-03-13T18:43:53,0.34,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-14,35,16.1,25.5,32.9,16.1,24.8,9.7,41,0,0,0,,0,0,34.6,14,60.1,1011.6,0.3,18.2,294.8,25.3,10,10,2022-03-14T06:43:49,2022-03-14T18:44:08,0.37,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-15,36,15.9,26.3,33.9,15.9,25.6,9.6,38.1,0,0,0,,0,0,34.2,13.7,48.3,1010.2,0.1,18.2,295.5,25.5,10,10,2022-03-15T06:43:01,2022-03-15T18:44:23,0.4,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-16,37,17.1,27.5,34.5,17.1,26.8,10.4,37.9,0,0,0,,0,0,30.2,11.9,23.9,1009,1.6,18.4,296.7,25.8,10,10,2022-03-16T06:42:12,2022-03-16T18:44:38,0.43,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-17,37.6,18.1,27.9,35.1,18.1,27.2,10.5,37.9,0,0,0,,0,0,29.9,11.5,57.4,1007.9,1.7,18.4,294.9,25.5,10,10,2022-03-17T06:41:23,2022-03-17T18:44:52,0.47,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-18,38.3,18.2,28.5,36,18.2,27.8,13.3,44.5,0,0,0,,0,0,28.4,12.6,305.2,1007.3,24.9,18.2,274.4,23.7,10,10,2022-03-18T06:40:34,2022-03-18T18:45:07,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-19,38,20.1,27.6,35.8,20.1,27.1,15.5,54.9,0,0,0,,0,0,46.1,19.1,280.2,1006.8,44.7,18.2,257.5,22.1,10,10,2022-03-19T06:39:45,2022-03-19T18:45:21,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-20,36.3,21.6,27.2,34.6,21.6,26.9,15.6,53.3,0,0,0,,0,0,41.8,16.9,281.7,1007.6,54.9,18.4,254.6,21.9,9,10,2022-03-20T06:38:55,2022-03-20T18:45:35,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-21,35.6,21.1,27.2,33.7,21.1,26.6,15.4,55.8,0,0,0,,0,0,28.8,12.6,315.2,1008.4,48.6,18.2,243.4,20.9,9,10,2022-03-21T06:38:06,2022-03-21T18:45:49,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-22,36.6,20.9,27.9,34.2,20.9,27.2,13.6,47.2,0,0,0,,0,0,35.6,11.9,18.5,1008.2,46.7,18.2,226.2,19.7,8,10,2022-03-22T06:37:16,2022-03-22T18:46:03,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2022-03-23,36.8,19.2,27.7,35.7,19.2,27.3,13.7,45.1,0,0,0,,0,0,30.2,11.9,45.7,1007.7,48.3,18.2,196.2,16.9,7,10,2022-03-23T06:36:26,2022-03-23T18:46:17,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
