name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
pune,2018-01-22,30.0,12.2,20.7,28.3,12.2,20.6,11.0,57.8,0.0,0,0.0,,0,0,26.3,9.0,241.5,1010.9,0.4,5.5,232.8,20.1,8,,2018-01-22T07:09:54,2018-01-22T18:22:28,0.18,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-01-23,29.6,13.2,20.5,28.1,13.2,20.4,12.6,65.4,50.0,100,4.17,rain,0,0,33.8,15.1,269.6,1011.2,3.3,5.5,233.8,20.1,8,,2018-01-23T07:09:49,2018-01-23T18:23:04,0.21,Rain,Clear conditions throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-01-24,27.6,12.2,19.2,27.0,12.2,19.1,12.2,68.1,0.0,0,0.0,,0,0,23.0,7.6,340.8,1012.0,2.6,5.7,236.3,20.4,8,,2018-01-24T07:09:43,2018-01-24T18:23:41,0.25,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-01-25,29.1,11.7,19.3,27.6,11.7,19.2,9.8,59.5,0.0,0,0.0,,0,0,24.1,9.0,18.8,1011.8,3.8,6.6,238.3,20.6,9,,2018-01-25T07:09:36,2018-01-25T18:24:17,0.25,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-01-26,29.0,11.4,19.5,27.6,11.4,19.3,9.1,56.6,0.0,0,0.0,,0,0,29.2,10.4,53.4,1011.8,11.4,6.3,240.9,20.9,9,,2018-01-26T07:09:27,2018-01-26T18:24:53,0.32,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2018-01-27,29.1,11.7,19.8,27.7,11.7,19.6,9.8,57.2,0.0,0,0.0,,0,0,23.4,8.3,342.1,1011.8,10.0,5.5,240.3,20.8,9,,2018-01-27T07:09:17,2018-01-27T18:25:28,0.35,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-01-28,29.0,13.4,20.7,28.1,13.4,20.5,10.8,56.6,0.0,0,0.0,,0,0,21.6,8.3,351.3,1012.4,2.8,5.5,239.6,20.6,9,,2018-01-28T07:09:06,2018-01-28T18:26:03,0.39,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-01-29,29.1,12.4,20.6,28.0,12.4,20.4,11.2,59.1,0.0,0,0.0,,0,0,28.4,10.8,75.2,1014.0,6.3,6.6,240.5,20.8,9,,2018-01-29T07:08:54,2018-01-29T18:26:38,0.42,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-01-30,29.2,13.2,21.0,27.9,13.2,20.7,9.9,53.3,0.0,0,0.0,,0,0,36.7,15.1,82.4,1014.9,0.3,7.0,243.0,21.1,9,,2018-01-30T07:08:40,2018-01-30T18:27:12,0.46,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-01-31,30.3,10.4,20.7,28.5,10.4,20.3,7.7,47.9,0.0,0,0.0,,0,0,32.8,13.3,93.8,1015.3,0.0,5.5,247.9,21.4,9,,2018-01-31T07:08:26,2018-01-31T18:27:45,0.5,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-01,30.0,10.9,20.5,28.3,10.9,20.2,7.8,48.0,0.0,0,0.0,,0,0,28.4,11.2,88.7,1014.9,5.4,5.5,248.6,21.4,9,,2018-02-01T07:08:10,2018-02-01T18:28:19,0.52,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-02,30.6,10.9,20.9,28.8,10.9,20.5,8.7,50.0,0.0,0,0.0,,0,0,22.0,9.0,33.0,1013.2,5.0,7.0,248.5,21.4,9,,2018-02-02T07:07:52,2018-02-02T18:28:51,0.56,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-03,30.6,12.2,21.6,28.8,12.2,21.2,10.0,51.7,0.0,0,0.0,,0,0,26.3,9.4,57.1,1012.9,6.7,6.3,245.9,21.2,9,,2018-02-03T07:07:34,2018-02-03T18:29:24,0.59,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-04,31.8,14.1,22.4,30.2,14.1,22.0,11.4,53.9,0.0,0,0.0,,0,0,23.0,9.0,78.9,1012.8,17.8,6.3,244.1,21.1,9,,2018-02-04T07:07:15,2018-02-04T18:29:56,0.62,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-05,30.5,14.1,22.3,28.8,14.1,21.9,11.2,55.0,0.0,0,0.0,,0,0,28.4,10.4,98.5,1014.2,66.9,5.5,242.4,21.1,9,,2018-02-05T07:06:54,2018-02-05T18:30:27,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-06,29.6,14.2,21.4,28.5,14.2,21.2,10.2,52.0,0.0,0,0.0,,0,0,27.7,9.7,91.6,1014.9,86.6,6.2,215.3,18.6,8,,2018-02-06T07:06:32,2018-02-06T18:30:58,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-07,27.8,18.0,21.6,27.1,18.0,21.6,12.4,58.1,0.0,0,0.0,,0,0,25.6,10.4,219.2,1013.8,87.9,5.5,135.7,11.7,5,,2018-02-07T07:06:10,2018-02-07T18:31:28,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-08,30.0,12.4,21.2,28.5,12.4,20.9,10.9,56.4,0.0,0,0.0,,0,0,34.9,14.4,270.3,1013.4,12.6,8.0,249.9,21.5,9,,2018-02-08T07:05:46,2018-02-08T18:31:58,0.75,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-09,29.3,14.1,20.7,27.8,14.1,20.6,10.4,57.1,0.0,0,0.0,,0,0,43.6,19.1,301.0,1013.2,66.9,6.6,248.3,21.5,9,,2018-02-09T07:05:20,2018-02-09T18:32:27,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-10,27.1,14.4,20.5,26.7,14.4,20.5,9.3,50.2,0.0,0,0.0,,0,0,29.2,11.5,269.0,1014.0,74.4,7.5,210.9,18.3,7,,2018-02-10T07:04:54,2018-02-10T18:32:56,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-11,30.8,14.3,21.2,29.5,14.3,21.1,11.8,57.8,0.1,100,4.17,rain,0,0,40.7,17.3,276.9,1013.4,19.9,6.3,229.7,19.9,8,,2018-02-11T07:04:27,2018-02-11T18:33:24,0.85,Rain,Clear conditions throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-12,28.6,13.2,20.6,27.5,13.2,20.5,11.9,62.4,0.0,0,0.0,,0,0,36.0,14.8,275.3,1015.8,20.6,7.0,236.7,20.5,9,,2018-02-12T07:03:59,2018-02-12T18:33:52,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-13,29.6,12.9,20.8,28.1,12.9,20.6,10.4,56.2,0.0,0,0.0,,0,0,25.9,10.4,278.5,1017.3,2.5,6.3,257.3,22.2,9,,2018-02-13T07:03:30,2018-02-13T18:34:19,0.91,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-14,29.2,14.2,21.8,28.9,14.2,21.7,14.0,63.9,0.0,0,0.0,,0,0,43.2,18.4,76.8,1017.4,20.7,6.3,229.6,19.7,8,,2018-02-14T07:03:00,2018-02-14T18:34:46,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-15,29.3,19.0,23.5,28.8,19.0,23.4,14.6,59.4,0.0,0,0.0,,0,0,41.4,15.8,79.3,1018.2,23.9,6.0,234.5,20.2,9,,2018-02-15T07:02:29,2018-02-15T18:35:12,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-16,31.0,16.1,23.3,30.1,16.1,23.3,14.5,60.3,0.0,0,0.0,,0,0,23.4,7.6,48.6,1017.2,36.4,5.5,207.9,17.8,8,,2018-02-16T07:01:56,2018-02-16T18:35:38,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-17,32.6,16.2,23.5,31.2,16.2,23.2,13.0,55.1,0.0,0,0.0,,0,0,21.2,7.9,5.6,1013.6,3.4,6.3,258.8,22.5,9,,2018-02-17T07:01:23,2018-02-17T18:36:03,0.05,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-18,32.0,14.4,23.5,30.4,14.4,23.1,11.6,51.5,0.0,0,0.0,,0,0,25.9,9.4,26.4,1011.7,1.7,6.3,262.5,22.5,9,,2018-02-18T07:00:49,2018-02-18T18:36:27,0.08,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-19,32.6,15.4,23.9,30.5,15.4,23.4,10.9,47.0,0.0,0,0.0,,0,0,23.0,9.7,346.1,1011.6,18.7,6.3,258.8,22.2,9,,2018-02-19T07:00:15,2018-02-19T18:36:51,0.12,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-20,32.8,15.1,24.2,30.6,15.1,23.6,10.6,45.7,0.0,0,0.0,,0,0,28.1,9.7,24.6,1011.8,10.5,5.9,257.3,22.1,9,,2018-02-20T06:59:39,2018-02-20T18:37:15,0.16,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2018-02-21,33.1,14.9,24.0,31.1,14.9,23.5,11.6,49.9,0.0,0,0.0,,0,0,26.6,9.4,47.8,1010.9,15.9,6.3,228.7,19.6,9,,2018-02-21T06:59:03,2018-02-21T18:37:38,0.19,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-22,33.0,15.7,24.3,31.4,15.7,24.0,13.1,53.1,0.0,0,0.0,,0,0,25.9,9.4,276.4,1010.2,18.6,6.3,221.3,19.1,9,,2018-02-22T06:58:25,2018-02-22T18:38:00,0.23,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-23,34.0,16.9,24.9,32.3,16.9,24.6,14.4,55.6,0.0,0,0.0,,0,0,28.4,10.4,243.1,1010.7,22.8,6.2,219.5,19.0,9,,2018-02-23T06:57:47,2018-02-23T18:38:23,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-24,33.3,18.1,25.1,31.7,18.1,24.7,14.1,54.7,0.0,0,0.0,,0,0,31.0,11.5,115.2,1012.5,8.5,6.2,238.6,20.5,8,,2018-02-24T06:57:08,2018-02-24T18:38:44,0.3,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-25,32.8,17.2,24.4,31.2,17.2,23.9,12.2,51.4,0.0,0,0.0,,0,0,33.8,13.7,80.6,1013.6,2.8,6.3,270.8,23.5,9,,2018-02-25T06:56:29,2018-02-25T18:39:05,0.33,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-26,33.6,15.2,24.4,31.4,15.2,23.8,10.3,44.8,0.0,0,0.0,,0,0,32.0,12.6,80.9,1012.8,2.6,6.3,274.3,23.7,9,,2018-02-26T06:55:49,2018-02-26T18:39:26,0.37,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-27,33.8,16.1,24.7,31.5,16.1,24.0,10.0,43.4,0.0,0,0.0,,0,0,34.2,14.0,81.7,1011.8,7.6,6.3,274.8,23.6,9,,2018-02-27T06:55:08,2018-02-27T18:39:46,0.4,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-02-28,34.6,16.2,25.1,32.4,16.2,24.5,10.1,42.7,0.0,0,0.0,,0,0,31.7,12.6,90.7,1011.6,1.2,6.3,275.6,23.8,9,,2018-02-28T06:54:26,2018-02-28T18:40:06,0.44,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-01,34.6,16.1,25.9,32.5,16.1,25.3,11.3,43.0,0.0,0,0.0,,0,0,25.6,8.6,227.8,1010.9,15.0,6.3,275.3,23.8,9,,2018-03-01T06:53:44,2018-03-01T18:40:26,0.47,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-02,35.1,16.7,26.1,33.0,16.7,25.5,12.4,47.2,0.0,0,0.0,,0,0,23.0,7.9,204.8,1010.5,7.2,7.0,265.5,22.9,9,,2018-03-02T06:53:01,2018-03-02T18:40:45,0.5,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-03,35.0,17.4,26.1,32.9,17.4,25.8,14.6,53.5,0.0,0,0.0,,0,0,31.0,10.4,262.1,1010.1,27.3,6.3,220.1,18.8,9,,2018-03-03T06:52:17,2018-03-03T18:41:03,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-04,33.8,19.9,25.9,31.8,19.9,25.7,16.8,63.3,0.0,0,0.0,,0,0,26.3,10.4,267.0,1009.8,39.4,5.5,228.5,19.9,9,,2018-03-04T06:51:33,2018-03-04T18:41:21,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-05,33.8,19.4,25.8,31.9,19.4,25.4,15.2,58.3,0.0,0,0.0,,0,0,25.6,8.3,326.5,1010.9,37.4,6.3,234.4,20.4,8,,2018-03-05T06:50:49,2018-03-05T18:41:39,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-06,34.3,19.6,26.0,32.6,19.6,25.5,13.4,49.6,0.0,0,0.0,,0,0,41.8,18.0,71.2,1011.1,30.2,5.5,239.4,20.6,9,,2018-03-06T06:50:04,2018-03-06T18:41:57,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-07,35.0,18.6,26.4,32.9,18.6,26.1,14.7,52.9,0.0,0,0.0,,0,0,32.4,14.0,261.5,1010.3,48.1,6.3,228.9,19.8,9,,2018-03-07T06:49:18,2018-03-07T18:42:14,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-08,34.3,19.2,25.9,32.6,19.2,25.6,15.2,56.4,0.0,0,0.0,,0,0,30.6,12.6,352.6,1011.1,69.0,6.2,255.5,22.0,9,,2018-03-08T06:48:32,2018-03-08T18:42:31,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-09,35.0,18.8,26.2,33.3,18.8,25.8,14.2,52.2,0.0,0,0.0,,0,0,38.9,14.8,20.3,1011.3,41.3,6.2,251.3,21.7,8,,2018-03-09T06:47:46,2018-03-09T18:42:47,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-10,36.0,19.2,26.5,34.2,19.2,26.0,13.8,50.2,0.0,0,0.0,,0,0,29.9,12.6,322.7,1011.2,35.3,6.6,251.6,21.9,9,,2018-03-10T06:46:59,2018-03-10T18:43:04,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-11,36.0,20.7,27.5,33.9,20.7,26.8,12.7,44.6,0.0,0,0.0,,0,0,40.7,11.2,358.6,1011.3,49.5,6.3,249.0,21.6,8,,2018-03-11T06:46:12,2018-03-11T18:43:19,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-12,34.2,17.7,26.5,34.0,17.7,26.2,11.8,41.2,0.0,0,0.0,,0,0,32.4,13.0,50.6,1011.8,46.3,5.5,243.5,20.9,9,,2018-03-12T06:45:24,2018-03-12T18:43:35,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-13,36.0,18.7,26.9,34.3,18.7,26.5,12.3,42.5,0.0,0,0.0,,0,0,34.9,15.5,328.0,1011.3,40.5,6.2,232.1,20.0,9,,2018-03-13T06:44:37,2018-03-13T18:43:51,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-14,34.8,19.9,27.0,32.9,19.9,26.2,9.8,37.2,0.0,0,0.0,,0,0,31.7,15.1,320.4,1010.6,61.3,6.2,219.9,18.9,9,,2018-03-14T06:43:48,2018-03-14T18:44:06,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-15,31.0,17.4,25.3,29.1,17.4,24.9,8.7,36.5,0.0,0,0.0,,0,0,23.8,9.7,340.0,1011.2,87.8,6.2,66.0,5.6,3,,2018-03-15T06:43:00,2018-03-15T18:44:21,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-16,28.2,20.8,24.3,28.8,20.8,24.3,12.6,48.6,0.1,100,4.17,rain,0,0,31.0,12.6,78.6,1011.2,72.9,6.2,184.9,15.9,7,,2018-03-16T06:42:11,2018-03-16T18:44:35,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-17,32.1,19.0,25.0,31.8,19.0,24.9,14.7,54.7,0.0,0,0.0,,0,0,22.3,7.9,87.9,1010.9,43.4,6.3,206.2,17.8,8,,2018-03-17T06:41:22,2018-03-17T18:44:50,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-18,33.1,20.0,25.4,32.7,20.0,25.4,16.5,60.1,5.0,100,8.33,rain,0,0,32.4,13.7,170.4,1010.9,47.1,5.5,213.4,18.4,7,,2018-03-18T06:40:33,2018-03-18T18:45:04,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43062099999,43060099999"
pune,2018-03-19,34.0,19.7,26.2,33.1,19.7,26.1,16.6,59.5,0.1,100,4.17,rain,0,0,31.0,14.8,265.5,1012.6,32.3,6.2,263.9,22.5,9,,2018-03-19T06:39:44,2018-03-19T18:45:19,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43062099999,43060099999"
