Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Precipitation (mm),Population,Total Usage (kWh),Urban Usage (kWh),Rural Usage (kWh),Urban Household (kWh),Urban Industrial (kWh),Urban Commercial (kWh),Urban Others (kWh),Rural Household (kWh),Rural Industrial (kWh),Rural Commercial (kWh),Rural Others (kWh)
2022-01-11,17.9,74.4,Winter,18.6,0.0,3130000,3557.803524045351,2490.4624668317456,1067.3410572136054,747.1387400495237,622.6156167079364,498.0924933663491,124.52312334158728,480.30347574612244,266.83526430340135,213.4682114427211,106.73410572136055
2022-01-12,17.7,77.7,Winter,16.5,0.0,3130000,3544.452406647971,2481.11668465358,1063.3357219943914,744.3350053960739,620.279171163395,496.22333693071596,124.05583423267899,478.50107489747614,265.83393049859785,212.6671443988783,106.33357219943915
2022-01-13,17.8,80.9,Winter,11.5,0.0,3130000,3488.3758137988825,2441.8630696592177,1046.5127441396648,732.5589208977652,610.4657674148044,488.37261393184355,122.09315348296089,470.9307348628492,261.6281860349162,209.30254882793298,104.65127441396649
2022-01-14,18.7,78.6,Winter,13.0,0.0,3130000,3638.847226820892,2547.193058774624,1091.6541680462678,764.1579176323872,636.798264693656,509.43861175492486,127.35965293873122,491.24437562082056,272.91354201156696,218.33083360925357,109.16541680462679
2022-01-15,18.5,75.8,Winter,18.4,0.0,3130000,3446.468838800241,2412.5281871601687,1033.9406516400725,723.7584561480506,603.1320467900422,482.5056374320338,120.62640935800844,465.27329323803264,258.4851629100181,206.78813032801452,103.39406516400726
2022-01-16,19.1,74.8,Winter,16.1,0.0,3130000,3557.135262449028,2489.99468371432,1067.1405787347087,746.998405114296,622.49867092858,497.9989367428641,124.49973418571602,480.2132604306189,266.7851446836772,213.42811574694176,106.71405787347088
2022-01-17,20.3,77.6,Winter,14.6,0.0,3130000,3553.908539885494,2487.735977919845,1066.1725619656484,746.3207933759535,621.9339944799613,497.547195583969,124.38679889599226,479.7776528845418,266.5431404914121,213.23451239312968,106.61725619656484
2022-01-18,20.6,72.2,Winter,19.1,0.0,3130000,3464.5493346266403,2425.184534238648,1039.3648003879923,727.5553602715944,606.296133559662,485.03690684772965,121.25922671193241,467.71416017459654,259.8412000969981,207.87296007759846,103.93648003879923
2022-01-19,20.8,66.0,Winter,19.6,0.0,3130000,3665.7290446790366,2566.0103312753254,1099.7187134037113,769.8030993825976,641.5025828188313,513.2020662550651,128.30051656376628,494.8734210316701,274.9296783509278,219.94374268074228,109.97187134037114
2022-01-20,21.4,57.4,Winter,20.1,0.0,3130000,3376.302275452584,2363.4115928168085,1012.8906826357752,709.0234778450425,590.8528982042021,472.6823185633617,118.17057964084043,455.80080718609884,253.2226706589438,202.57813652715504,101.28906826357752
2022-01-21,21.1,63.5,Winter,20.1,0.0,3130000,3566.771991933197,2496.7403943532377,1070.0315975799592,749.0221183059713,624.1850985883094,499.34807887064756,124.83701971766189,481.51421891098164,267.5078993949898,214.00631951599186,107.00315975799593
2022-01-22,20.1,78.1,Winter,15.6,0.0,3130000,3556.480062218064,2489.5360435526445,1066.9440186654192,746.8608130657933,622.3840108881611,497.90720871052895,124.47680217763224,480.1248083994387,266.7360046663548,213.38880373308385,106.69440186654192
2022-01-23,19.3,71.9,Winter,15.4,0.0,3130000,3565.245978079677,2495.672184655774,1069.5737934239032,748.7016553967321,623.9180461639435,499.1344369311548,124.7836092327887,481.3082070407565,267.3934483559758,213.91475868478065,106.95737934239033
2022-01-24,17.0,67.1,Winter,20.4,0.0,3130000,3547.994498025327,2483.596148617729,1064.3983494075983,745.0788445853186,620.8990371544322,496.7192297235458,124.17980743088646,478.9792572334192,266.0995873518996,212.87966988151967,106.43983494075984
2022-01-25,16.5,67.3,Winter,20.7,0.0,3130000,3561.5926356662026,2493.114844966341,1068.4777906998609,747.9344534899022,623.2787112415853,498.6229689932682,124.65574224831705,480.8150058149374,267.1194476749652,213.69555813997218,106.84777906998609
2022-01-26,17.2,64.7,Winter,20.6,0.0,3130000,3480.1621536917505,2436.1135075842253,1044.0486461075252,730.8340522752676,609.0283768960563,487.22270151684506,121.80567537921127,469.82189074838635,261.0121615268813,208.80972922150505,104.40486461075253
2022-01-27,18.1,60.6,Winter,20.4,0.0,3130000,3519.9394047711257,2463.957583339788,1055.981821431338,739.1872750019364,615.989395834947,492.79151666795764,123.19787916698941,475.1918196441021,263.9954553578345,211.1963642862676,105.5981821431338
2022-01-28,18.4,60.3,Winter,20.8,0.0,3130000,3385.189120677348,2369.6323844741432,1015.5567362032044,710.889715342243,592.4080961185358,473.9264768948287,118.48161922370717,457.000531291442,253.8891840508011,203.1113472406409,101.55567362032045
2022-01-29,18.5,57.3,Winter,21.2,0.0,3130000,3474.1289892814266,2431.8902924969984,1042.2386967844282,729.5670877490995,607.9725731242496,486.3780584993997,121.59451462484992,469.00741355299266,260.55967419610704,208.44773935688565,104.22386967844282
2022-01-30,19.7,56.4,Winter,21.1,0.0,3130000,3567.7378069127208,2497.416464838904,1070.3213420738164,749.2249394516713,624.354116209726,499.48329296778087,124.87082324194522,481.64460393321735,267.5803355184541,214.0642684147633,107.03213420738165
2022-01-31,21.5,54.1,Winter,21.2,0.0,3130000,3628.362924556844,2539.854047189791,1088.5088773670534,761.9562141569372,634.9635117974477,507.9708094379582,126.99270235948956,489.82899481517404,272.12721934176335,217.7017754734107,108.85088773670535
2022-02-01,21.0,54.8,Winter,21.2,0.0,3130000,3488.5812588167064,2442.006881171694,1046.574377645012,732.6020643515083,610.5017202929236,488.40137623433884,122.10034405858471,470.9584699402554,261.643594411253,209.3148755290024,104.6574377645012
2022-02-02,21.9,53.4,Winter,21.4,0.0,3130000,3556.8759218792165,2489.8131453154515,1067.062776563765,746.9439435946355,622.4532863288629,497.96262906309033,124.49065726577258,480.17824945369426,266.76569414094126,213.41255531275303,106.70627765637651
2022-02-03,20.7,58.6,Winter,21.8,0.0,3130000,3389.6831597563696,2372.7782118294585,1016.9049479269112,711.8334635488376,593.1945529573646,474.55564236589174,118.63891059147294,457.60722656711005,254.2262369817278,203.38098958538225,101.69049479269113
2022-02-04,19.7,66.7,Winter,19.6,0.0,3130000,3581.552289031501,2507.0866023220506,1074.4656867094504,752.1259806966151,626.7716505805126,501.4173204644101,125.35433011610253,483.5095590192527,268.6164216773626,214.8931373418901,107.44656867094506
2022-02-05,20.0,62.3,Winter,21.4,0.0,3130000,3545.7201481558195,2482.0041037090737,1063.716044446746,744.6012311127221,620.5010259272684,496.40082074181475,124.10020518545369,478.6722200010357,265.9290111116865,212.74320888934923,106.37160444467462
2022-02-06,21.2,60.6,Winter,21.6,0.0,3130000,3397.6269605108487,2378.338872357594,1019.2880881532548,713.5016617072782,594.5847180893985,475.66777447151884,118.91694361787971,458.6796396689646,254.8220220383137,203.85761763065096,101.92880881532548
2022-02-07,21.8,66.0,Winter,21.5,0.0,3130000,3477.341137953629,2434.1387965675403,1043.2023413860888,730.2416389702621,608.5346991418851,486.82775931350807,121.70693982837702,469.44105362374,260.8005853465222,208.6404682772178,104.3202341386089
2022-02-08,21.5,68.6,Winter,21.5,0.0,3130000,3567.4346870154573,2497.20428091082,1070.2304061046373,749.161284273246,624.301070227705,499.44085618216405,124.86021404554101,481.6036827470868,267.5576015261593,214.04608122092748,107.02304061046374
2022-02-09,19.9,66.0,Winter,21.5,0.0,3130000,3525.274021825701,2467.6918152779904,1057.5822065477105,740.3075445833971,616.9229538194976,493.5383630555981,123.38459076389952,475.91199294646975,264.3955516369276,211.5164413095421,105.75822065477105
2022-02-10,20.3,63.0,Winter,21.6,0.0,3130000,3625.530937448175,2537.8716562137224,1087.6592812344527,761.3614968641167,634.4679140534306,507.5743312427445,126.89358281068613,489.4466765555037,271.9148203086132,217.53185624689056,108.76592812344528
2022-02-11,20.8,54.1,Winter,21.8,0.0,3130000,3493.0555049674763,2445.138853477233,1047.916651490243,733.54165604317,611.2847133693083,489.02777069544663,122.25694267386166,471.5624931706094,261.9791628725608,209.58333029804862,104.79166514902431
2022-02-12,21.4,53.1,Winter,22.0,0.0,3130000,3613.6916949811935,2529.584186486836,1084.1075084943584,758.8752559460509,632.396046621709,505.91683729736724,126.47920932434181,487.8483788224613,271.0268771235896,216.82150169887169,108.41075084943584
2022-02-13,21.8,58.6,Winter,22.1,0.0,3130000,3541.301416212389,2478.9109913486723,1062.3904248637168,743.6732974046016,619.7277478371681,495.78219826973447,123.94554956743362,478.0756911886726,265.5976062159292,212.47808497274337,106.23904248637169
2022-02-14,21.8,55.4,Winter,22.3,0.0,3130000,3620.4057417614617,2534.284019233023,1086.1217225284388,760.285205769907,633.5710048082558,506.85680384660463,126.71420096165116,488.7547751377975,271.5304306321097,217.22434450568778,108.61217225284389
2022-02-15,21.3,53.2,Winter,22.5,0.0,3130000,3378.0804742671185,2364.656331986983,1013.4241422801356,709.3968995960948,591.1640829967457,472.9312663973966,118.23281659934915,456.040864026061,253.3560355700339,202.68482845602713,101.34241422801357
2022-02-16,21.3,57.5,Winter,20.6,0.0,3130000,3423.0682420131907,2396.147769409233,1026.9204726039573,718.84433082277,599.0369423523083,479.22955388184664,119.80738847046166,462.11421267178076,256.7301181509893,205.38409452079145,102.69204726039573
2022-02-17,22.1,53.5,Winter,22.1,0.0,3130000,3654.008845105591,2557.8061915739136,1096.2026535316777,767.3418574721741,639.4515478934784,511.5612383147827,127.89030957869568,493.291194089255,274.0506633829194,219.24053070633556,109.62026535316778
2022-02-18,22.4,53.5,Winter,22.1,0.0,3130000,3599.3972951727624,2519.5781066209333,1079.8191885518288,755.87343198628,629.8945266552333,503.9156213241867,125.97890533104668,485.918634848323,269.9547971379572,215.96383771036577,107.98191885518288
2022-02-19,23.2,56.6,Winter,21.0,0.0,3130000,3466.19339746326,2426.3353782242816,1039.8580192389782,727.9006134672844,606.5838445560704,485.26707564485633,121.31676891121408,467.93610865754016,259.96450480974454,207.97160384779565,103.98580192389782
2022-02-20,23.2,49.7,Winter,23.4,0.0,3130000,3369.7212650909987,2358.804885563699,1010.9163795272998,707.6414656691096,589.7012213909247,471.7609771127398,117.94024427818495,454.91237078728494,252.72909488182495,202.18327590545996,101.09163795272998
2022-02-21,23.1,50.3,Winter,23.4,0.0,3130000,3372.7094882163565,2360.8966417514494,1011.8128464649072,708.2689925254348,590.2241604378623,472.1793283502899,118.04483208757247,455.3157809092083,252.9532116162268,202.36256929298145,101.18128464649072
2022-02-22,23.8,44.7,Winter,23.4,0.0,3130000,3491.1792015710766,2443.8254410997533,1047.353760471323,733.147632329926,610.9563602749383,488.7650882199507,122.19127205498768,471.3091922120954,261.83844011783077,209.47075209426464,104.73537604713232
2022-02-23,24.6,53.7,Winter,23.0,0.0,3130000,3634.868419788616,2544.407893852031,1090.4605259365849,763.3223681556093,636.1019734630078,508.88157877040624,127.22039469260156,490.7072366714632,272.6151314841462,218.09210518731697,109.04605259365849
2022-02-24,25.3,55.0,Winter,21.9,0.0,3130000,3570.411738301203,2499.288216810842,1071.123521490361,749.7864650432526,624.8220542027105,499.85764336216846,124.96441084054212,482.00558467066253,267.7808803725903,214.22470429807223,107.11235214903611
2022-02-25,24.5,50.0,Winter,22.0,0.0,3130000,3575.381062292734,2502.7667436049137,1072.6143186878203,750.8300230814741,625.6916859012284,500.55334872098274,125.13833718024568,482.67644340951915,268.1535796719551,214.52286373756408,107.26143186878204
2022-02-26,24.7,44.1,Winter,21.3,0.0,3130000,3389.5278468841248,2372.669492818887,1016.8583540652376,711.8008478456661,593.1673732047218,474.5338985637775,118.63347464094437,457.5862593293569,254.2145885163094,203.37167081304753,101.68583540652376
2022-02-27,24.5,47.1,Winter,22.7,0.0,3130000,3567.841706022311,2497.4891942156173,1070.3525118066934,749.2467582646851,624.3722985539043,499.4978388431235,124.87445971078087,481.65863031301205,267.58812795167336,214.0705023613387,107.03525118066935
2022-02-28,24.2,45.2,Winter,21.5,0.0,3130000,3484.6872336928727,2439.2810635850105,1045.406170107862,731.7843190755032,609.8202658962526,487.8562127170021,121.96405317925053,470.4327765485379,261.3515425269655,209.0812340215724,104.5406170107862
2022-03-01,24.2,44.0,Summer,21.3,0.0,3130000,4815.269479868262,3370.6886359077835,1444.580843960479,1011.206590772335,842.6721589769459,674.1377271815568,168.5344317953892,650.0613797822156,361.1452109901197,288.9161687920958,144.4580843960479
2022-03-02,24.6,46.9,Summer,20.1,0.0,3130000,4636.693137984339,3245.6851965890373,1391.007941395302,973.7055589767111,811.4212991472593,649.1370393178075,162.28425982945188,625.9535736278859,347.7519853488255,278.2015882790604,139.1007941395302
2022-03-03,25.4,46.8,Summer,20.0,0.0,3130000,4824.419386294812,3377.0935704063686,1447.325815888444,1013.1280711219106,844.2733926015921,675.4187140812737,168.85467852031843,651.2966171497998,361.831453972111,289.4651631776888,144.7325815888444
2022-03-04,25.2,45.8,Summer,21.9,0.0,3130000,4533.281875763398,3173.297313034378,1359.9845627290194,951.9891939103134,793.3243282585945,634.6594626068756,158.6648656517189,611.9930532280588,339.99614068225486,271.9969125458039,135.99845627290196
2022-03-05,25.2,44.3,Summer,23.7,0.0,3130000,4521.20791697273,3164.8455418809112,1356.362375091819,949.4536625642734,791.2113854702278,632.9691083761822,158.24227709404556,610.3630687913186,339.0905937729548,271.2724750183638,135.6362375091819
2022-03-06,25.1,49.0,Summer,17.7,0.0,3130000,4553.096388574695,3187.1674720022866,1365.9289165724088,956.150241600686,796.7918680005716,637.4334944004573,159.35837360011433,614.6680124575839,341.4822291431022,273.18578331448174,136.59289165724087
2022-03-07,25.8,50.9,Summer,18.0,0.0,3130000,4738.709248816091,3317.096474171264,1421.6127746448274,995.1289422513792,829.274118542816,663.4192948342529,165.85482370856323,639.7257485901723,355.40319366120684,284.3225549289655,142.16127746448274
2022-03-08,25.9,51.1,Summer,19.3,0.0,3130000,4710.3605230274725,3297.2523661192304,1413.108156908242,989.1757098357691,824.3130915298076,659.4504732238461,164.86261830596152,635.8986706087089,353.2770392270605,282.62163138164846,141.31081569082423
2022-03-09,25.2,55.2,Summer,20.9,0.0,3130000,4667.767558662681,3267.4372910638767,1400.3302675988043,980.2311873191629,816.8593227659692,653.4874582127754,163.37186455319386,630.148620419462,350.0825668997011,280.0660535197609,140.03302675988044
2022-03-10,24.7,55.5,Summer,17.8,0.0,3130000,4733.558673360015,3313.4910713520103,1420.0676020080048,994.047321405603,828.3727678380026,662.6982142704021,165.67455356760053,639.0304209036021,355.0169005020012,284.01352040160094,142.00676020080047
2022-03-11,25.3,54.9,Summer,20.0,0.0,3130000,4698.390851608279,3288.873596125796,1409.517255482484,986.6620788377388,822.218399031449,657.7747192251593,164.44367980628982,634.2827649671178,352.379313870621,281.9034510964968,140.9517255482484
2022-03-12,24.8,54.5,Summer,21.9,0.0,3130000,4708.277243662768,3295.7940705639376,1412.4831730988308,988.7382211691812,823.9485176409844,659.1588141127876,164.7897035281969,635.6174278944738,353.1207932747077,282.49663461976616,141.24831730988308
2022-03-13,25.6,48.5,Summer,24.1,0.0,3130000,4461.265317368344,3122.8857221578405,1338.379595210503,936.8657166473521,780.7214305394601,624.5771444315682,156.14428610789204,602.2708178447264,334.5948988026258,267.67591904210065,133.83795952105032
2022-03-14,25.5,41.0,Summer,25.3,0.0,3130000,4646.11825078866,3252.2827755520616,1393.835475236598,975.6848326656184,813.0706938880154,650.4565551104124,162.6141387776031,627.2259638564692,348.4588688091495,278.76709504731963,139.38354752365981
2022-03-15,26.3,38.1,Summer,25.5,0.0,3130000,4832.340360385844,3382.6382522700906,1449.7021081157534,1014.7914756810271,845.6595630675226,676.5276504540182,169.13191261350454,652.3659486520891,362.42552702893835,289.9404216231507,144.97021081157536
2022-03-16,27.5,37.9,Summer,25.8,0.0,3130000,4622.620444978163,3235.834311484713,1386.786133493449,970.7502934454138,808.9585778711782,647.1668622969427,161.79171557423567,624.053760072052,346.69653337336223,277.3572266986898,138.6786133493449
2022-03-17,27.9,37.9,Summer,25.5,0.0,3130000,4612.325031722901,3228.627522206031,1383.6975095168707,968.5882566618092,807.1568805515077,645.7255044412062,161.43137611030156,622.6638792825918,345.9243773792177,276.73950190337416,138.36975095168708
2022-03-18,28.5,44.5,Summer,23.7,0.0,3130000,4810.196860003199,3367.137802002239,1443.0590580009598,1010.1413406006716,841.7844505005597,673.4275604004479,168.35689010011197,649.376576100432,360.76476450023995,288.61181160019197,144.30590580009599
2022-03-19,27.6,54.9,Summer,22.1,0.0,3130000,4713.543233484964,3299.4802634394746,1414.0629700454897,989.8440790318423,824.8700658598686,659.896052687895,164.97401317197375,636.3283365204704,353.5157425113724,282.81259400909795,141.40629700454897
2022-03-20,27.2,53.3,Summer,21.9,0.0,3130000,4729.105203629902,3310.373642540931,1418.7315610889707,993.1120927622793,827.5934106352328,662.0747285081862,165.51868212704656,638.4292024900368,354.6828902722427,283.7463122177941,141.87315610889706
2022-03-21,27.2,55.8,Summer,20.9,0.0,3130000,4458.324381880265,3120.827067316185,1337.4973145640795,936.2481201948555,780.2067668290463,624.1654134632371,156.04135336580927,601.8737915538358,334.3743286410199,267.4994629128159,133.74973145640794
2022-03-22,27.9,47.2,Summer,19.7,0.0,3130000,4620.535978643478,3234.3751850504345,1386.1607935930438,970.3125555151303,808.5937962626086,646.875037010087,161.71875925252175,623.7723571168697,346.54019839826094,277.2321587186088,138.6160793593044
2022-03-23,27.7,45.1,Summer,16.9,0.0,3130000,4671.52536207202,3270.0677534504134,1401.457608621606,981.020326035124,817.5169383626034,654.0135506900828,163.5033876725207,630.6559238797226,350.3644021554015,280.29152172432117,140.14576086216059
2022-03-24,27.8,56.5,Summer,17.1,0.0,3130000,4635.1036776932815,3244.572574385297,1390.5311033079847,973.3717723155889,811.1431435963242,648.9145148770594,162.22862871926486,625.7389964885931,347.6327758269962,278.106220661597,139.0531103307985
2022-03-25,27.3,67.8,Summer,14.4,0.0,3130000,4729.9972770755485,3310.998093952884,1418.9991831226648,993.2994281858652,827.749523488221,662.1996187905769,165.54990469764422,638.5496324051992,354.7497957806662,283.799836624533,141.8999183122665
2022-03-26,28.1,64.6,Summer,21.7,0.0,3130000,4580.650221812867,3206.455155269007,1374.1950665438603,961.936546580702,801.6137888172517,641.2910310538014,160.32275776345034,618.3877799447372,343.5487666359651,274.83901330877205,137.41950665438603
2022-03-27,28.3,58.3,Summer,20.6,0.0,3130000,4680.4064233578965,3276.284496350527,1404.121927007369,982.8853489051581,819.0711240876318,655.2568992701055,163.81422481752637,631.8548671533161,351.0304817518423,280.8243854014738,140.4121927007369
2022-03-28,28.8,55.3,Summer,20.4,0.0,3130000,4522.795034017175,3165.956523812022,1356.8385102051525,949.7869571436066,791.4891309530055,633.1913047624045,158.2978261906011,610.5773295923186,339.2096275512881,271.3677020410305,135.68385102051525
2022-03-29,29.2,48.5,Summer,26.3,0.0,3130000,4579.163865187812,3205.414705631468,1373.7491595563438,961.6244116894404,801.353676407867,641.0829411262937,160.27073528157342,618.1871218003547,343.43728988908595,274.74983191126876,137.37491595563438
2022-03-30,29.0,37.9,Summer,26.8,0.0,3130000,4445.519638770032,3111.863747139022,1333.6558916310096,933.5591241417065,777.9659367847555,622.3727494278045,155.59318735695112,600.1451512339544,333.4139729077524,266.7311783262019,133.36558916310096
2022-03-31,27.9,33.9,Summer,27.4,0.0,3130000,4813.683845769418,3369.5786920385926,1444.1051537308258,1010.8736076115778,842.3946730096482,673.9157384077185,168.47893460192964,649.8473191788717,361.02628843270645,288.82103074616515,144.41051537308257
2022-04-01,27.7,35.7,Summer,27.5,0.0,3130000,4643.715744869474,3250.601021408632,1393.1147234608425,975.1803064225895,812.650255352158,650.1202042817264,162.5300510704316,626.9016255573791,348.2786808652106,278.6229446921685,139.31147234608426
2022-04-02,27.6,48.0,Summer,26.8,0.0,3130000,4689.486928956494,3282.640850269546,1406.8460786869484,984.7922550808637,820.6602125673865,656.5281700539092,164.1320425134773,633.0807354091268,351.7115196717371,281.3692157373897,140.68460786869485
2022-04-03,28.5,56.2,Summer,25.1,0.0,3130000,4515.580710525805,3160.906497368064,1354.674213157742,948.271949210419,790.226624342016,632.1812994736129,158.0453248684032,609.603395920984,338.6685532894355,270.9348426315484,135.4674213157742
2022-04-04,28.5,57.1,Summer,21.9,0.0,3130000,4465.410387110706,3125.7872709774942,1339.623116133212,937.7361812932483,781.4468177443736,625.1574541954989,156.28936354887472,602.8304022599455,334.905779033303,267.92462322664244,133.96231161332122
2022-04-05,29.3,59.7,Summer,21.6,0.0,3130000,4813.702509720394,3369.5917568042755,1444.1107529161184,1010.8775270412826,842.3979392010689,673.9183513608551,168.47958784021378,649.8498388122533,361.0276882290296,288.8221505832237,144.41107529161184
2022-04-06,29.1,62.2,Summer,24.4,0.0,3130000,4554.318566581558,3188.0229966070906,1366.2955699744675,956.4068989821271,797.0057491517726,637.6045993214182,159.40114983035454,614.8330064885104,341.5738924936169,273.25911399489354,136.62955699744677
2022-04-07,29.3,58.1,Summer,24.6,0.0,3130000,4794.456390154052,3356.1194731078363,1438.3369170462158,1006.8358419323508,839.0298682769591,671.2238946215673,167.80597365539182,647.2516126707972,359.58422926155396,287.6673834092432,143.8336917046216
2022-04-08,29.1,57.5,Summer,22.5,0.0,3130000,4498.63063189483,3149.041442326381,1349.5891895684492,944.7124326979142,787.2603605815953,629.8082884652763,157.45207211631907,607.3151353058022,337.3972973921123,269.9178379136899,134.95891895684494
2022-04-09,28.5,60.2,Summer,23.0,0.0,3130000,4635.599290769096,3244.919503538368,1390.679787230729,973.4758510615104,811.229875884592,648.9839007076737,162.24597517691842,625.8059042538281,347.66994680768227,278.1359574461458,139.0679787230729
2022-04-10,28.8,61.6,Summer,23.5,0.0,3130000,4613.974866806751,3229.7824067647257,1384.1924600420257,968.9347220294177,807.4456016911814,645.9564813529452,161.4891203382363,622.8866070189116,346.0481150105064,276.8384920084051,138.41924600420256
2022-04-11,28.7,54.4,Summer,24.5,0.0,3130000,4439.7359158978725,3107.8151411285107,1331.920774769362,932.3445423385532,776.9537852821277,621.5630282257022,155.39075705642554,599.3643486462129,332.9801936923405,266.3841549538724,133.1920774769362
2022-04-12,29.4,47.9,Summer,25.1,0.0,3130000,4520.528890252724,3164.370223176906,1356.1586670758172,949.3110669530718,791.0925557942265,632.8740446353813,158.21851115884533,610.2714001841177,339.0396667689543,271.23173341516343,135.61586670758172
2022-04-13,30.0,46.1,Summer,23.3,0.0,3130000,4490.227452297531,3143.159216608272,1347.0682356892596,942.9477649824815,785.789804152068,628.6318433216544,157.1579608304136,606.1807060601668,336.7670589223149,269.4136471378519,134.70682356892596
2022-04-14,29.2,54.5,Summer,24.2,0.0,3130000,4493.76184785334,3145.633293497337,1348.128554356002,943.689988049201,786.4083233743343,629.1266586994675,157.28166467486687,606.657849460201,337.0321385890005,269.6257108712004,134.8128554356002
2022-04-15,28.4,56.9,Summer,26.8,0.0,3130000,4708.275789618815,3295.7930527331705,1412.4827368856447,988.7379158199511,823.9482631832926,659.1586105466341,164.78965263665853,635.6172315985401,353.1206842214112,282.49654737712893,141.24827368856447
2022-04-16,28.3,51.2,Summer,27.5,0.0,3130000,4581.277163050634,3206.894014135444,1374.3831489151903,962.0682042406332,801.723503533861,641.3788028270889,160.34470070677222,618.4724170118357,343.5957872287976,274.8766297830381,137.43831489151904
2022-04-17,28.4,53.9,Summer,26.5,0.0,3130000,4602.604347827166,3221.823043479016,1380.78130434815,966.5469130437048,805.455760869754,644.3646086958033,161.09115217395083,621.3515869566675,345.1953260870375,276.15626086963,138.078130434815
2022-04-18,28.3,55.6,Summer,26.1,0.0,3130000,4712.835439154146,3298.9848074079023,1413.850631746244,989.6954422223706,824.7462018519756,659.7969614815805,164.94924037039513,636.2327842858099,353.462657936561,282.7701263492488,141.3850631746244
2022-04-19,28.6,59.0,Summer,25.0,0.0,3130000,4481.837671745087,3137.286370221561,1344.5513015235265,941.1859110664682,784.3215925553902,627.4572740443123,156.86431851107807,605.0480856855869,336.1378253808816,268.91026030470533,134.45513015235267
2022-04-20,29.6,55.2,Summer,23.3,0.0,3130000,4644.64042802726,3251.248299619082,1393.3921284081782,975.3744898857245,812.8120749047705,650.2496599238165,162.56241498095412,627.0264577836803,348.34803210204456,278.67842568163564,139.33921284081782
2022-04-21,29.4,46.2,Summer,23.0,0.0,3130000,4768.623011837026,3338.036108285918,1430.586903551108,1001.4108324857754,834.5090270714795,667.6072216571837,166.90180541429592,643.7641065979986,357.646725887777,286.1173807102216,143.0586903551108
2022-04-22,30.1,40.0,Summer,23.1,0.0,3130000,4716.824140605939,3301.776898424157,1415.047242181782,990.5330695272471,825.4442246060393,660.3553796848314,165.08884492120785,636.7712589818019,353.7618105454455,283.0094484363564,141.5047242181782
2022-04-23,29.4,55.9,Summer,21.3,0.0,3130000,4705.29489013057,3293.706423091399,1411.5884670391713,988.1119269274196,823.4266057728497,658.7412846182798,164.68532115456995,635.2148101676271,352.8971167597928,282.31769340783427,141.15884670391713
