name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
pune,2020-01-21,30.6,16.7,23,30.6,16.7,23.1,16.5,69.3,0,0,0,,0,0,27.4,8.3,262.2,1014.9,47.5,5.5,200.6,17.3,7,,2020-01-21T07:10:00,2020-01-21T18:21:33,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-01-22,29.8,16.2,22.5,29.3,16.2,22.5,15.6,68,0,0,0,,0,0,32,13,86.8,1016.1,27.4,6.3,197.5,17,8,,2020-01-22T07:09:57,2020-01-22T18:22:11,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-01-23,30,15.2,21.9,29.5,15.2,21.9,14.4,65.6,0,0,0,,0,0,34.2,14,74,1015.5,2.8,6.3,229.7,20,8,,2020-01-23T07:09:53,2020-01-23T18:22:47,0.94,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-01-24,29.6,14.9,21.8,29,14.9,21.7,14.3,65.3,0,0,0,,0,0,28.4,10.1,74.3,1015.3,0.6,5.5,229.6,19.9,8,,2020-01-24T07:09:47,2020-01-24T18:23:24,0.98,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-01-25,31.1,15.1,22.7,30.5,15.1,22.7,14.9,64.8,0,0,0,,0,0,26.3,9.4,44.6,1014.7,24.7,6.3,225.5,19.4,8,,2020-01-25T07:09:40,2020-01-25T18:24:00,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-01-26,31.3,16.1,23,30.9,16.1,22.9,15.2,65.2,0,0,0,,0,0,22.7,7.9,44.6,1013.5,7.7,6.3,225.2,19.4,8,,2020-01-26T07:09:32,2020-01-26T18:24:36,0.04,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-01-27,30.3,16.2,22.5,28.9,16.2,22.4,14.7,65.1,0,0,0,,0,0,40,16.9,258.2,1012.8,6.7,6.3,227.4,19.5,8,,2020-01-27T07:09:23,2020-01-27T18:25:12,0.08,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-01-28,25.1,15.8,20.2,25.1,15.8,20.2,15,73.8,0,0,0,,0,0,43.6,18.7,261.3,1013.4,34.9,7,210.7,18.2,8,,2020-01-28T07:09:13,2020-01-28T18:25:47,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-01-29,25.6,14.5,19.1,25.6,14.5,19.1,13.6,73.3,0,0,0,,0,0,32,12.6,291.9,1015.7,32.7,7,221.6,19.1,8,,2020-01-29T07:09:01,2020-01-29T18:26:22,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-01-30,27.8,12.4,18.9,27.5,12.4,18.9,11.8,67.2,0,0,0,,0,0,25.2,7.9,1.7,1015.1,9.1,7,238.8,20.8,9,,2020-01-30T07:08:48,2020-01-30T18:26:56,0.17,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-01-31,28.8,12.4,19.7,28.3,12.4,19.7,12.3,65.7,0,0,0,,0,0,26.3,11.2,299.7,1013,0.3,7,239,20.7,8,,2020-01-31T07:08:34,2020-01-31T18:27:30,0.21,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-01,28.8,12.7,20.3,28.7,12.7,20.3,13.2,67.1,0,0,0,,0,0,27.7,9.7,358.9,1012.8,3.2,6.3,240.3,20.8,9,,2020-02-01T07:08:18,2020-02-01T18:28:03,0.24,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-02,30,14.4,21.3,28.7,14.4,21.1,13.5,65.2,0,0,0,,0,0,32.4,13,122.7,1014.9,5.4,7,241.1,20.9,9,,2020-02-02T07:08:02,2020-02-02T18:28:36,0.25,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-03,31,15.2,21.7,29.8,15.2,21.7,15.3,71.3,0,0,0,,0,0,33.1,13,263.3,1015,50.2,5.5,220.4,18.8,8,,2020-02-03T07:07:44,2020-02-03T18:29:09,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-04,30,16,21.6,29.2,16,21.6,15.2,70.7,0,0,0,,0,0,32.8,14.4,273,1013.8,34.2,6.3,213.6,18.4,8,,2020-02-04T07:07:25,2020-02-04T18:29:41,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-05,29,14.8,21.1,28.3,14.8,21,13.7,66.4,0,0,0,,0,0,29.2,11.2,130.7,1014.1,42.2,5.5,210.1,18.2,8,,2020-02-05T07:07:05,2020-02-05T18:30:13,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-06,30.6,14.9,21.3,29.1,14.9,21.2,12.3,60.2,0,0,0,,0,0,40.3,17.6,267.3,1013.4,15,7,245.7,21.3,9,,2020-02-06T07:06:44,2020-02-06T18:30:44,0.4,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-07,28,12.2,19.4,26.8,12.2,19.3,9.5,57.9,0,0,0,,0,0,27,10.4,272.7,1014.5,12.9,7,254.3,22,9,,2020-02-07T07:06:22,2020-02-07T18:31:14,0.43,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-08,27,13.1,19.9,27,13.1,19.9,12.6,64.9,0,0,0,,0,0,45.7,18.4,54.1,1015,31.8,6.3,190.4,16.5,8,,2020-02-08T07:05:58,2020-02-08T18:31:44,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-09,26.4,16.6,21,26.4,16.6,21,13.5,64.5,0,0,0,,0,0,55.1,23.8,85.9,1015.6,26.4,6.3,216.8,18.7,8,,2020-02-09T07:05:34,2020-02-09T18:32:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-10,28,18.2,22.6,28.1,18.2,22.6,15.7,66.4,0.1,100,4.17,rain,0,0,45.7,19.4,97.9,1014.8,48.9,6.3,179.6,15.4,8,,2020-02-10T07:05:08,2020-02-10T18:32:43,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2020-02-11,28,17.7,22.7,28.3,17.7,22.8,16.3,68.8,0,0,0,,0,0,45.7,19.8,97.3,1015.2,28,6.3,177.1,15.4,7,,2020-02-11T07:04:41,2020-02-11T18:33:11,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-12,28.8,18.4,23.3,29,18.4,23.3,16,66,0,0,0,,0,0,39.6,15.8,95.8,1016.7,39.6,6.3,198.8,17.3,8,,2020-02-12T07:04:14,2020-02-12T18:33:39,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-13,30,16.2,22.9,29.8,16.2,23,15.9,66.9,0,0,0,,0,0,28.8,11.2,75.3,1016.6,32.1,6.3,173.3,15,7,,2020-02-13T07:03:45,2020-02-13T18:34:07,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-14,30.6,16.1,23.3,30.1,16.1,23.2,14.9,62.2,0,0,0,,0,0,27.7,7.9,35.7,1014.3,18.8,6.3,241.3,20.9,8,,2020-02-14T07:03:15,2020-02-14T18:34:34,0.67,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-15,31.8,16.2,23.6,31.1,16.2,23.5,14.5,59.2,0,0,0,,0,0,25.9,8.3,13.7,1013.3,6.4,6.3,252.6,21.8,9,,2020-02-15T07:02:45,2020-02-15T18:35:00,0.71,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-16,32.8,16.9,24.1,31.6,16.9,23.9,14.6,58.9,0,0,0,,0,0,33.5,13.7,78.2,1013.9,5.7,6.3,253.1,21.9,9,,2020-02-16T07:02:13,2020-02-16T18:35:26,0.75,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-17,32.6,17.2,24.3,31.5,17.2,24.2,15.1,60.5,0,0,0,,0,0,33.8,14,74.8,1014.9,5.1,5.5,253,22,9,,2020-02-17T07:01:41,2020-02-17T18:35:51,0.78,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-18,32.8,17.9,24.8,31.8,17.9,24.5,14.5,56.1,0,0,0,,0,0,34.2,12.6,68.2,1014.7,2.9,6.3,254.9,21.9,9,,2020-02-18T07:01:07,2020-02-18T18:36:16,0.81,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-19,33.3,17.2,25.1,32.8,17.2,24.9,14.5,54.8,0,0,0,,0,0,19.1,8.3,313,1013.4,1.8,6.3,258.1,22.2,9,,2020-02-19T07:00:33,2020-02-19T18:36:40,0.85,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-20,33.1,16.7,25,31.9,16.7,24.8,14.7,55.9,0,0,0,,0,0,28.1,11.2,292.5,1012.6,27.2,7,253.8,21.9,9,,2020-02-20T06:59:57,2020-02-20T18:37:04,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-21,32.1,17.4,24.8,33.5,17.4,24.7,14.7,56,0,0,0,,0,0,22,7.6,330.1,1014.6,24.6,6.3,243.6,20.9,9,,2020-02-21T06:59:21,2020-02-21T18:37:28,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-22,33.3,18.1,25,36.6,18.1,25.2,15.4,57.4,0,0,0,,0,0,29.2,10.1,73,1015.8,23.3,6.3,254.9,22.1,9,,2020-02-22T06:58:44,2020-02-22T18:37:50,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-23,33.5,17.1,25.2,33.2,17.1,25,14.8,55.8,0,0,0,,0,0,21.6,7.9,320.3,1014.5,5.3,6.3,260.9,22.4,9,,2020-02-23T06:58:07,2020-02-23T18:38:13,0,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-24,33.8,17.4,25.2,31.7,17.4,24.7,12.9,50,0,0,0,,0,0,38.9,16.6,276.2,1012.2,20.7,7,263.8,22.7,9,,2020-02-24T06:57:28,2020-02-24T18:38:35,0.02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-25,30.6,15.7,23.2,28.9,15.7,22.8,10.3,48.1,0,0,0,,0,0,37.1,15.5,57.2,1012.2,30.8,6.3,272.8,23.6,9,,2020-02-25T06:56:49,2020-02-25T18:38:56,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-26,29.9,14.1,22.1,28.5,14.1,21.7,8.2,43.5,0,0,0,,0,0,42.1,18,83.6,1013.5,0,7,273.8,23.7,9,,2020-02-26T06:56:09,2020-02-26T18:39:17,0.09,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-27,31.6,13.2,22.7,29.9,13.2,22.2,9.1,45.5,0,0,0,,0,0,41.4,15.8,78.3,1013.3,0.3,7,274.2,23.7,9,,2020-02-27T06:55:29,2020-02-27T18:39:37,0.12,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-28,32.8,14.7,23.9,31.5,14.7,23.5,11.2,47.3,0,0,0,,0,0,36.4,14.4,132.3,1011.3,18,7,237.7,20.6,9,,2020-02-28T06:54:47,2020-02-28T18:39:57,0.15,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-02-29,32.6,16.4,24.5,31.4,16.4,24.2,12.3,48.6,0,0,0,,0,0,32.8,12.6,317.9,1010.8,25,6.3,231.7,20,9,,2020-02-29T06:54:05,2020-02-29T18:40:17,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-01,32.3,18.3,24.4,31.4,18.3,24.2,13.2,51.2,0,0,0,,0,0,25.9,11.9,327.7,1011.2,21.9,7,241.9,20.9,9,,2020-03-01T06:53:23,2020-03-01T18:40:36,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-02,32.6,16.7,24.1,31.3,16.7,23.8,13,52.8,0,0,0,,0,0,37.8,15.8,283.7,1012.3,7.6,6.3,266.4,23.1,9,,2020-03-02T06:52:40,2020-03-02T18:40:55,0.25,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-03,30.1,16.2,23,29,16.2,22.7,11.8,52.3,0,0,0,,0,0,44.3,22.3,269.7,1012.6,2.9,7,280.2,24.3,10,,2020-03-03T06:51:56,2020-03-03T18:41:13,0.25,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-04,31,14.6,21.8,29.4,14.6,21.6,13.3,63.2,0,0,0,,0,0,36,14,269.1,1012.6,14.9,7,278.6,24.2,10,,2020-03-04T06:51:12,2020-03-04T18:41:32,0.32,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-05,31.6,15.1,22.2,29.7,15.1,21.9,13.9,65.8,0,0,0,,0,0,37.4,15.8,278.1,1011.2,22.1,6.3,283.3,24.6,10,,2020-03-05T06:50:27,2020-03-05T18:41:49,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-06,29.8,16.4,22,29,16.4,22,15.3,68.9,0,0,0,,0,0,43.2,18.4,258.9,1011.5,36.9,7,234.5,20.3,9,,2020-03-06T06:49:41,2020-03-06T18:42:07,0.39,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-07,31.1,15.8,22.1,29.8,15.8,21.9,14.1,65.3,0,0,0,,0,0,36,16.5,269.2,1012.9,11.4,7,279,24.2,10,,2020-03-07T06:48:56,2020-03-07T18:42:24,0.42,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-08,32,15.2,23.2,30.8,15.2,23,14,60.6,0,0,0,,0,0,31.3,14,273.7,1012.7,24.2,7,238,20.4,8,,2020-03-08T06:48:10,2020-03-08T18:42:40,0.45,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-09,32.8,16.9,24,30.9,16.9,23.7,13.7,56.5,0,0,0,,0,0,35.3,15.1,274.9,1011.6,13.1,7,265.8,23,10,,2020-03-09T06:47:23,2020-03-09T18:42:57,0.5,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-10,29.1,16.2,22.8,28.9,16.2,22.8,14.7,61.6,0,0,0,,0,0,42.5,18,272.5,1011.9,12.2,7,256.2,22.1,9,,2020-03-10T06:46:36,2020-03-10T18:43:13,0.52,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-11,30.1,17.8,23.1,29.6,17.8,23,15.1,63.5,0,0,0,,0,0,44.6,18.7,269.2,1012.3,8.3,7,280.8,24.5,10,,2020-03-11T06:45:49,2020-03-11T18:43:28,0.55,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-12,30,15.7,22.4,29.9,15.7,22.4,14.8,64.5,0,0,0,,0,0,42.1,16.6,271.9,1013.7,16,7,249.8,21.7,9,,2020-03-12T06:45:01,2020-03-12T18:43:44,0.59,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-13,31.1,14.5,22,29.8,14.5,21.8,12.6,60.8,0,0,0,,0,0,31.7,14.8,285.6,1014.2,36.1,7,294.2,25.4,10,,2020-03-13T06:44:13,2020-03-13T18:43:59,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-14,32,14.4,23,30.2,14.4,22.5,10.1,48.4,0,0,0,,0,0,32,10.8,11.2,1012.8,17.7,7,297.5,25.8,10,,2020-03-14T06:43:25,2020-03-14T18:44:14,0.65,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-15,33.1,15.9,24.6,31.6,15.9,24.1,10.4,43.2,0,0,0,,0,0,37.8,15.5,78.6,1011.8,36.1,7,289.3,24.9,10,,2020-03-15T06:42:36,2020-03-15T18:44:29,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-16,34.6,17.1,25.9,33.7,17.1,25.7,12.9,46.1,0.1,100,4.17,rain,0,0,36,14.4,112.5,1012.5,31.1,6.3,244.7,21.2,8,,2020-03-16T06:41:47,2020-03-16T18:44:44,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
pune,2020-03-17,36,19.7,27.2,35.9,19.7,27.1,14.5,47.5,0,0,0,,0,0,28.8,12.2,297.1,1012.9,39.5,7,255.5,22.2,9,,2020-03-17T06:40:58,2020-03-17T18:44:58,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-18,35.3,20.2,27.3,34,20.2,26.9,13.5,44.9,0,0,0,,0,0,32.4,14.4,309.8,1012.9,30.3,7,258,22.3,9,,2020-03-18T06:40:09,2020-03-18T18:45:13,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-19,35.1,18.1,26.5,32.6,18.1,25.8,9.3,36.6,0,0,0,,0,0,38.2,16.2,294.7,1012.4,5.6,7,299,25.9,10,,2020-03-19T06:39:20,2020-03-19T18:45:27,0.83,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-20,33,16.1,24.7,30.9,16.1,24.1,9.3,40.1,0,0,0,,0,0,47.2,20.2,269,1012.6,2.1,7,301.5,26.1,10,,2020-03-20T06:38:30,2020-03-20T18:45:41,0.86,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-21,33,15.1,24.5,31.1,15.1,24,12.4,50.7,0,0,0,,0,0,32.8,13.3,298.1,1012.6,4.1,6.6,300.9,25.9,10,,2020-03-21T06:37:41,2020-03-21T18:45:55,0.89,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-22,35.1,18.3,26.1,33.8,18.3,25.8,15.6,58,0,0,0,,0,0,33.5,15.1,319.3,1012.1,8.9,7,281.4,24.5,10,,2020-03-22T06:36:51,2020-03-22T18:46:09,0.93,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-23,35.3,19.1,27.1,34,19.1,27,15.7,53.8,0,0,0,,0,0,32.4,9.7,347.2,1011,14.7,7,278.2,24.1,10,,2020-03-23T06:36:01,2020-03-23T18:46:22,0.96,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
pune,2020-03-24,36.6,20.7,27.9,35.9,20.7,28,16.8,54,0,0,0,,0,0,33.8,10.8,292.4,1009.5,35.7,7,235.1,20.4,9,,2020-03-24T06:35:12,2020-03-24T18:46:36,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
