Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Precipitation (mm),Population,Total Usage (kWh),Urban Usage (kWh),Rural Usage (kWh),Urban Household (kWh),Urban Industrial (kWh),Urban Commercial (kWh),Urban Others (kWh),Rural Household (kWh),Rural Industrial (kWh),Rural Commercial (kWh),Rural Others (kWh),Period,Day,Month,Year,Season_Autumn,Season_Monsoon,Season_Post-Monsoon,Season_Summer,Season_Winter,Period_Lockdown,Period_Post-lockdown,Period_Pre-lockdown
01-02-2018,20.5,48,Winter,21.4,0,3130000,3120,2149.956574,970.0434264,859.9826294,859.9826294,322.493486,107.4978287,485.0217132,291.0130279,145.506514,48.50217132,Pre-lockdown,1,2,2018,0,0,0,0,1,0,0,1
02-02-2018,20.9,50,Winter,21.4,0,3130000,3160,2128.866647,1031.133353,851.546659,851.546659,319.3299971,106.4433324,515.5666763,309.3400058,154.6700029,51.55666763,Pre-lockdown,2,2,2018,0,0,0,0,1,0,0,1
03-02-2018,21.6,51.7,Winter,21.2,0,3130000,3220,2096.041688,1123.958312,838.416675,838.416675,314.4062531,104.8020844,561.9791562,337.1874937,168.5937469,56.19791562,Pre-lockdown,3,2,2018,0,0,0,0,1,0,0,1
04-02-2018,22.4,53.9,Winter,21.1,0,3130000,3295,2074.804207,1220.195793,829.9216826,829.9216826,311.220631,103.7402103,610.0978967,366.058738,183.029369,61.00978967,Pre-lockdown,4,2,2018,0,0,0,0,1,0,0,1
05-02-2018,22.3,55,Winter,21.1,0,3130000,3285,2146.801575,1138.198425,858.7206301,858.7206301,322.0202363,107.3400788,569.0992123,341.4595274,170.7297637,56.90992123,Pre-lockdown,5,2,2018,0,0,0,0,1,0,0,1
06-02-2018,21.4,52,Winter,18.6,0,3130000,3070,1898.730489,1171.269511,759.4921955,759.4921955,284.8095733,94.93652444,585.6347556,351.3808534,175.6904267,58.56347556,Pre-lockdown,6,2,2018,0,0,0,0,1,0,0,1
07-02-2018,21.6,58.1,Winter,11.7,0,3130000,2745,1821.397447,923.6025531,728.5589787,728.5589787,273.209617,91.06987234,461.8012766,277.0807659,138.540383,46.18012766,Pre-lockdown,7,2,2018,0,0,0,0,1,0,0,1
08-02-2018,21.2,56.4,Winter,21.5,0,3130000,3195,2089.36532,1105.63468,835.7461279,835.7461279,313.404798,104.468266,552.8173402,331.6904041,165.845202,55.28173402,Pre-lockdown,8,2,2018,0,0,0,0,1,0,0,1
09-02-2018,20.7,57.1,Winter,21.5,0,3130000,3145,2151.517212,993.482788,860.6068848,860.6068848,322.7275818,107.5758606,496.741394,298.0448364,149.0224182,49.6741394,Pre-lockdown,9,2,2018,0,0,0,0,1,0,0,1
10-02-2018,20.5,50.2,Winter,18.3,0,3130000,2965,1994.04238,970.9576197,797.6169521,797.6169521,299.106357,99.70211902,485.4788098,291.2872859,145.643643,48.54788098,Pre-lockdown,10,2,2018,0,0,0,0,1,0,0,1
11-02-2018,21.2,57.8,Winter,19.9,0.1,3130000,3115,1924.676097,1190.323903,769.8704388,769.8704388,288.7014146,96.23380486,595.1619514,357.0971709,178.5485854,59.51619514,Pre-lockdown,11,2,2018,0,0,0,0,1,0,0,1
12-02-2018,20.6,62.4,Winter,20.5,0,3130000,3085,1874.279499,1210.720501,749.7117996,749.7117996,281.1419249,93.71397495,605.3602505,363.2161503,181.6080751,60.53602505,Pre-lockdown,12,2,2018,0,0,0,0,1,0,0,1
13-02-2018,20.8,56.2,Winter,22.2,0,3130000,3190,2183.996247,1006.003753,873.5984987,873.5984987,327.599437,109.1998123,503.0018767,301.801126,150.900563,50.30018767,Pre-lockdown,13,2,2018,0,0,0,0,1,0,0,1
14-02-2018,21.8,63.9,Winter,19.7,0,3130000,3165,2184.061222,980.9387778,873.6244889,873.6244889,327.6091833,109.2030611,490.4693889,294.2816333,147.1408167,49.04693889,Pre-lockdown,14,2,2018,0,0,0,0,1,0,0,1
15-02-2018,23.5,59.4,Winter,20.2,0,3130000,3360,2139.573676,1220.426324,855.8294705,855.8294705,320.9360514,106.9786838,610.2131619,366.1278972,183.0639486,61.02131619,Pre-lockdown,15,2,2018,0,0,0,0,1,0,0,1
16-02-2018,23.3,60.3,Winter,17.8,0,3130000,3220,2139.847704,1080.152296,855.9390816,855.9390816,320.9771556,106.9923852,540.0761479,324.0456888,162.0228444,54.00761479,Pre-lockdown,16,2,2018,0,0,0,0,1,0,0,1
17-02-2018,23.5,55.1,Winter,22.5,0,3130000,3475,2185.002728,1289.997272,874.0010911,874.0010911,327.7504092,109.2501364,644.9986361,386.9991817,193.4995908,64.49986361,Pre-lockdown,17,2,2018,0,0,0,0,1,0,0,1
18-02-2018,23.5,51.5,Winter,22.5,0,3130000,3475,2246.877106,1228.122894,898.7508423,898.7508423,337.0315658,112.3438553,614.0614472,368.4368683,184.2184342,61.40614472,Pre-lockdown,18,2,2018,0,0,0,0,1,0,0,1
19-02-2018,23.9,47,Winter,22.2,0,3130000,3500,2402.227094,1097.772906,960.8908374,960.8908374,360.334064,120.1113547,548.8864532,329.3318719,164.665936,54.88864532,Pre-lockdown,19,2,2018,0,0,0,0,1,0,0,1
20-02-2018,24.2,45.7,Winter,22.1,0,3130000,3525,2237.149187,1287.850813,894.8596747,894.8596747,335.572378,111.8574593,643.9254066,386.3552439,193.177622,64.39254066,Pre-lockdown,20,2,2018,0,0,0,0,1,0,0,1
21-02-2018,24,49.9,Winter,19.6,0,3130000,2947.565818,1977.187832,970.377986,790.8751329,790.8751329,296.5781748,98.85939161,485.188993,291.1133958,145.5566979,48.5188993,Pre-lockdown,21,2,2018,0,0,0,0,1,0,0,1
22-02-2018,24.3,53.1,Winter,19.1,0,3130000,2948.25362,1945.945263,1002.308357,778.3781052,778.3781052,291.8917895,97.29726316,501.1541784,300.6925071,150.3462535,50.11541784,Pre-lockdown,22,2,2018,0,0,0,0,1,0,0,1
23-02-2018,24.9,55.6,Winter,19,0,3130000,2948.941422,1874.588682,1074.35274,749.8354726,749.8354726,281.1883022,93.72943408,537.17637,322.305822,161.152911,53.717637,Pre-lockdown,23,2,2018,0,0,0,0,1,0,0,1
24-02-2018,25.1,54.7,Winter,20.5,0,3130000,2949.629223,1808.129963,1141.49926,723.2519852,723.2519852,271.2194945,90.40649816,570.7496301,342.4497781,171.224889,57.07496301,Pre-lockdown,24,2,2018,0,0,0,0,1,0,0,1
25-02-2018,24.4,51.4,Winter,23.5,0,3130000,2950.317025,1840.93984,1109.377185,736.3759361,736.3759361,276.140976,92.04699201,554.6885924,332.8131554,166.4065777,55.46885924,Pre-lockdown,25,2,2018,0,0,0,0,1,0,0,1
26-02-2018,24.4,44.8,Winter,23.7,0,3130000,2951.004827,1949.876346,1001.128481,779.9505382,779.9505382,292.4814518,97.49381728,500.5642405,300.3385443,150.1692722,50.05642405,Pre-lockdown,26,2,2018,0,0,0,0,1,0,0,1
27-02-2018,24.7,43.4,Winter,23.6,0,3130000,2951.692628,1897.433292,1054.259336,758.9733167,758.9733167,284.6149938,94.87166459,527.1296682,316.2778009,158.1389005,52.71296682,Pre-lockdown,27,2,2018,0,0,0,0,1,0,0,1
28-02-2018,25.1,42.7,Winter,23.8,0,3130000,2952.38043,1888.062238,1064.318192,755.2248951,755.2248951,283.2093357,94.40311189,532.1590961,319.2954577,159.6477288,53.21590961,Pre-lockdown,28,2,2018,0,0,0,0,1,0,0,1
01-03-2018,25.9,43,Summer,23.8,0,3130000,3780,2511.631673,1268.368327,1004.652669,1004.652669,376.744751,125.5815837,634.1841633,380.510498,190.255249,63.41841633,Pre-lockdown,1,3,2018,0,0,0,1,0,0,0,1
02-03-2018,26.1,47.2,Summer,22.9,0,3130000,3755,2371.283381,1383.716619,948.5133525,948.5133525,355.6925072,118.5641691,691.8583094,415.1149856,207.5574928,69.18583094,Pre-lockdown,2,3,2018,0,0,0,1,0,0,0,1
03-03-2018,26.1,53.5,Summer,18.8,0,3130000,3550,2133.648458,1416.351542,853.4593832,853.4593832,320.0472687,106.6824229,708.175771,424.9054626,212.4527313,70.8175771,Pre-lockdown,3,3,2018,0,0,0,1,0,0,0,1
04-03-2018,25.9,63.3,Summer,19.9,0,3130000,3585,2420.911185,1164.088815,968.364474,968.364474,363.1366777,121.0455592,582.0444075,349.2266445,174.6133223,58.20444075,Pre-lockdown,4,3,2018,0,0,0,1,0,0,0,1
05-03-2018,25.8,58.3,Summer,20.4,0,3130000,3600,2339.143388,1260.856612,935.657355,935.657355,350.8715081,116.9571694,630.4283062,378.2569837,189.1284919,63.04283062,Pre-lockdown,5,3,2018,0,0,0,1,0,0,0,1
06-03-2018,26,49.6,Summer,20.6,0,3130000,3630,2350.148194,1279.851806,940.0592775,940.0592775,352.5222291,117.5074097,639.9259031,383.9555418,191.9777709,63.99259031,Pre-lockdown,6,3,2018,0,0,0,1,0,0,0,1
07-03-2018,26.4,52.9,Summer,19.8,0,3130000,3630,2522.283466,1107.716534,1008.913386,1008.913386,378.3425199,126.1141733,553.858267,332.3149602,166.1574801,55.3858267,Pre-lockdown,7,3,2018,0,0,0,1,0,0,0,1
08-03-2018,25.9,56.4,Summer,22,0,3130000,3690,2418.705953,1271.294047,967.4823811,967.4823811,362.8058929,120.9352976,635.6470236,381.3882141,190.6941071,63.56470236,Pre-lockdown,8,3,2018,0,0,0,1,0,0,0,1
09-03-2018,26.2,52.2,Summer,21.7,0,3130000,3705,2516.568523,1188.431477,1006.627409,1006.627409,377.4852785,125.8284262,594.2157384,356.529443,178.2647215,59.42157384,Pre-lockdown,9,3,2018,0,0,0,1,0,0,0,1
10-03-2018,26.5,50.2,Summer,21.9,0,3130000,3745,2486.067843,1258.932157,994.4271373,994.4271373,372.9101765,124.3033922,629.4660784,377.679647,188.8398235,62.94660784,Pre-lockdown,10,3,2018,0,0,0,1,0,0,0,1
11-03-2018,27.5,44.6,Summer,21.6,0,3130000,3830,2451.946712,1378.053288,980.7786849,980.7786849,367.7920068,122.5973356,689.0266439,413.4159863,206.7079932,68.90266439,Pre-lockdown,11,3,2018,0,0,0,1,0,0,0,1
12-03-2018,26.5,41.2,Summer,20.9,0,3130000,3695,2351.388582,1343.611418,940.5554327,940.5554327,352.7082873,117.5694291,671.8057091,403.0834255,201.5417127,67.18057091,Pre-lockdown,12,3,2018,0,0,0,1,0,0,0,1
13-03-2018,26.9,42.5,Summer,20,0,3130000,3690,2471.442641,1218.557359,988.5770564,988.5770564,370.7163962,123.5721321,609.2786795,365.5672077,182.7836038,60.92786795,Pre-lockdown,13,3,2018,0,0,0,1,0,0,0,1
14-03-2018,27,37.2,Summer,18.9,0,3130000,3645,2410.203827,1234.796173,964.0815308,964.0815308,361.530574,120.5101913,617.3980865,370.4388519,185.219426,61.73980865,Pre-lockdown,14,3,2018,0,0,0,1,0,0,0,1
15-03-2018,25.3,36.5,Summer,5.6,0,3130000,2810,1904.877406,905.1225939,761.9509625,761.9509625,285.7316109,95.24387031,452.5612969,271.5367782,135.7683891,45.25612969,Pre-lockdown,15,3,2018,0,0,0,1,0,0,0,1
16-03-2018,24.3,48.6,Summer,15.9,0.1,3130000,3225,2118.378751,1106.621249,847.3515005,847.3515005,317.7568127,105.9189376,553.3106244,331.9863746,165.9931873,55.33106244,Pre-lockdown,16,3,2018,0,0,0,1,0,0,0,1
17-03-2018,25,54.7,Summer,17.8,0,3130000,3390,2194.048058,1195.951942,877.6192232,877.6192232,329.1072087,109.7024029,597.975971,358.7855826,179.3927913,59.7975971,Pre-lockdown,17,3,2018,0,0,0,1,0,0,0,1
18-03-2018,25.4,60.1,Summer,18.4,5,3130000,3460,2125.559259,1334.440741,850.2237037,850.2237037,318.8338889,106.277963,667.2203703,400.3322222,200.1661111,66.72203703,Pre-lockdown,18,3,2018,0,0,0,1,0,0,0,1
19-03-2018,26.2,59.5,Summer,22.5,0.1,3130000,3745,2498.04529,1246.95471,999.2181161,999.2181161,374.7067935,124.9022645,623.4773549,374.0864129,187.0432065,62.34773549,Pre-lockdown,19,3,2018,0,0,0,1,0,0,0,1
20-03-2018,25.9,50.8,Summer,25.5,0,3130000,3865,2540.157734,1324.842266,1016.063094,1016.063094,381.0236601,127.0078867,662.421133,397.4526798,198.7263399,66.2421133,Pre-lockdown,20,3,2018,0,0,0,1,0,0,0,1
21-03-2018,25.2,51,Summer,25.9,0,3130000,2953.068232,1774.359734,1178.708497,709.7438937,709.7438937,266.1539601,88.71798671,589.3542487,353.6125492,176.8062746,58.93542487,Pre-lockdown,21,3,2018,0,0,0,1,0,0,0,1
22-03-2018,24.3,45.9,Summer,26.7,0,3130000,2953.756033,1855.046314,1098.709719,742.0185258,742.0185258,278.2569472,92.75231572,549.3548595,329.6129157,164.8064578,54.93548595,Pre-lockdown,22,3,2018,0,0,0,1,0,0,0,1
23-03-2018,24.1,50,Summer,26.6,0,3130000,2954.443835,1948.61192,1005.831915,779.444768,779.444768,292.291788,97.430596,502.9159575,301.7495745,150.8747872,50.29159575,Pre-lockdown,23,3,2018,0,0,0,1,0,0,0,1
24-03-2018,25.6,54,Summer,26.3,0,3130000,2955.131637,2013.165606,941.9660308,805.2662423,805.2662423,301.9748409,100.6582803,470.9830154,282.5898092,141.2949046,47.09830154,Pre-lockdown,24,3,2018,0,0,0,1,0,0,0,1
25-03-2018,26.7,44.5,Summer,26.1,0,3130000,2955.819438,2055.960917,899.8585212,822.3843668,822.3843668,308.3941376,102.7980459,449.9292606,269.9575564,134.9787782,44.99292606,Pre-lockdown,25,3,2018,0,0,0,1,0,0,0,1
26-03-2018,27.7,41.3,Summer,25.7,0,3130000,2956.50724,1795.763218,1160.744022,718.3052871,718.3052871,269.3644827,89.78816089,580.3720111,348.2232067,174.1116033,58.03720111,Pre-lockdown,26,3,2018,0,0,0,1,0,0,0,1
27-03-2018,28.3,48.9,Summer,25.9,0,3130000,2957.195042,1837.354317,1119.840724,734.9417269,734.9417269,275.6031476,91.86771586,559.9203622,335.9522173,167.9761087,55.99203622,Pre-lockdown,27,3,2018,0,0,0,1,0,0,0,1
28-03-2018,27.1,54.7,Summer,25.9,0,3130000,2957.882843,1824.940852,1132.941991,729.9763408,729.9763408,273.7411278,91.2470426,566.4709956,339.8825974,169.9412987,56.64709956,Pre-lockdown,28,3,2018,0,0,0,1,0,0,0,1
29-03-2018,27.1,52.2,Summer,25.6,0,3130000,2958.570645,1929.449361,1029.121284,771.7797443,771.7797443,289.4174041,96.47246804,514.560642,308.7363852,154.3681926,51.4560642,Pre-lockdown,29,3,2018,0,0,0,1,0,0,0,1
30-03-2018,27,51.5,Summer,26.5,0,3130000,2959.258447,1946.737348,1012.521099,778.6949392,778.6949392,292.0106022,97.3368674,506.2605493,303.7563296,151.8781648,50.62605493,Pre-lockdown,30,3,2018,0,0,0,1,0,0,0,1
31-03-2018,27.1,53.6,Summer,26.2,0,3130000,2959.946248,1822.566522,1137.379726,729.0266088,729.0266088,273.3849783,91.1283261,568.6898631,341.2139179,170.6069589,56.86898631,Pre-lockdown,31,3,2018,0,0,0,1,0,0,0,1
01-04-2018,27,51.4,Summer,26.8,0,3130000,4040,2570.592109,1469.407891,1028.236843,1028.236843,385.5888163,128.5296054,734.7039457,440.8223674,220.4111837,73.47039457,Pre-lockdown,1,4,2018,0,0,0,1,0,0,0,1
02-04-2018,27.9,49.2,Summer,24.1,0,3130000,3995,2624.913705,1370.086295,1049.965482,1049.965482,393.7370558,131.2456853,685.0431474,411.0258884,205.5129442,68.50431474,Pre-lockdown,2,4,2018,0,0,0,1,0,0,0,1
03-04-2018,27.8,48.7,Summer,25.4,0,3130000,4050,2489.363712,1560.636288,995.7454848,995.7454848,373.4045568,124.4681856,780.318144,468.1908864,234.0954432,78.0318144,Pre-lockdown,3,4,2018,0,0,0,1,0,0,0,1
04-04-2018,28.3,53.2,Summer,24.8,0,3130000,4070,2785.638963,1284.361037,1114.255585,1114.255585,417.8458444,139.2819481,642.1805185,385.3083111,192.6541556,64.21805185,Pre-lockdown,4,4,2018,0,0,0,1,0,0,0,1
05-04-2018,28.5,51.3,Summer,24.5,0,3130000,4075,2691.443023,1383.556977,1076.577209,1076.577209,403.7164535,134.5721512,691.7784884,415.0670931,207.5335465,69.17784884,Pre-lockdown,5,4,2018,0,0,0,1,0,0,0,1
06-04-2018,27.3,51.2,Summer,18.3,0.1,3130000,3645,2338.74833,1306.25167,935.4993321,935.4993321,350.8122496,116.9374165,653.1258348,391.8755009,195.9377504,65.31258348,Pre-lockdown,6,4,2018,0,0,0,1,0,0,0,1
07-04-2018,28.1,50.9,Summer,24,2.6,3130000,4010,2450.594233,1559.405767,980.2376933,980.2376933,367.589135,122.5297117,779.7028834,467.82173,233.910865,77.97028834,Pre-lockdown,7,4,2018,0,0,0,1,0,0,0,1
08-04-2018,27.2,49.4,Summer,24.6,1.3,3130000,3950,2753.62136,1196.37864,1101.448544,1101.448544,413.043204,137.681068,598.18932,358.913592,179.456796,59.818932,Pre-lockdown,8,4,2018,0,0,0,1,0,0,0,1
09-04-2018,27.3,41.3,Summer,23.7,0,3130000,3915,2634.805882,1280.194118,1053.922353,1053.922353,395.2208823,131.7402941,640.0970591,384.0582355,192.0291177,64.00970591,Pre-lockdown,9,4,2018,0,0,0,1,0,0,0,1
10-04-2018,27.6,41.7,Summer,23.4,0,3130000,3930,2567.21326,1362.78674,1026.885304,1026.885304,385.0819891,128.360663,681.3933698,408.8360219,204.4180109,68.13933698,Pre-lockdown,10,4,2018,0,0,0,1,0,0,0,1
11-04-2018,27.2,50.5,Summer,23.4,0,3130000,3890,2524.404968,1365.595032,1009.761987,1009.761987,378.6607452,126.2202484,682.797516,409.6785096,204.8392548,68.2797516,Pre-lockdown,11,4,2018,0,0,0,1,0,0,0,1
12-04-2018,27.6,53.2,Summer,25.8,0,3130000,4050,2529.741163,1520.258837,1011.896465,1011.896465,379.4611745,126.4870582,760.1294183,456.077651,228.0388255,76.01294183,Pre-lockdown,12,4,2018,0,0,0,1,0,0,0,1
13-04-2018,28.1,51.8,Summer,26.4,0,3130000,4130,2888.799761,1241.200239,1155.519904,1155.519904,433.3199641,144.439988,620.6001197,372.3600718,186.1800359,62.06001197,Pre-lockdown,13,4,2018,0,0,0,1,0,0,0,1
14-04-2018,28.5,46.7,Summer,26.4,0,3130000,4170,2632.878821,1537.121179,1053.151528,1053.151528,394.9318232,131.6439411,768.5605894,461.1363537,230.5681768,76.85605894,Pre-lockdown,14,4,2018,0,0,0,1,0,0,0,1
15-04-2018,28.4,55.5,Summer,23,0.1,3130000,3990,2787.271334,1202.728666,1114.908533,1114.908533,418.0907001,139.3635667,601.3643331,360.8185999,180.4092999,60.13643331,Pre-lockdown,15,4,2018,0,0,0,1,0,0,0,1
16-04-2018,29.2,55.4,Summer,23.8,0,3130000,4110,2857.8497,1252.1503,1143.13988,1143.13988,428.677455,142.892485,626.07515,375.64509,187.822545,62.607515,Pre-lockdown,16,4,2018,0,0,0,1,0,0,0,1
17-04-2018,29.1,62.3,Summer,21.8,0.8,3130000,4000,2548.325882,1451.674118,1019.330353,1019.330353,382.2488823,127.4162941,725.8370588,435.5022353,217.7511177,72.58370588,Pre-lockdown,17,4,2018,0,0,0,1,0,0,0,1
18-04-2018,28.8,62,Summer,23,2.9,3130000,4030,2739.022019,1290.977981,1095.608807,1095.608807,410.8533028,136.9511009,645.4889906,387.2933944,193.6466972,64.54889906,Pre-lockdown,18,4,2018,0,0,0,1,0,0,0,1
19-04-2018,29.9,46.4,Summer,27,0,3130000,4340,2988.048774,1351.951226,1195.21951,1195.21951,448.2073161,149.4024387,675.975613,405.5853678,202.7926839,67.5975613,Pre-lockdown,19,4,2018,0,0,0,1,0,0,0,1
