Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Precipitation (mm),Population,Total Usage (kWh),Urban Usage (kWh),Rural Usage (kWh),Urban Household (kWh),Urban Industrial (kWh),Urban Commercial (kWh),Urban Others (kWh),Rural Household (kWh),Rural Industrial (kWh),Rural Commercial (kWh),Rural Others (kWh),Period,Day,Month,Year,Season_Autumn,Season_Monsoon,Season_Post-Monsoon,Season_Summer,Season_Winter,Period_Lockdown,Period_Post-lockdown,Period_Pre-lockdown
15-02-2018,23.5,59.4,Winter,20.2,0,3130000,4178.426502,2726.781389,1451.645113,954.3734862,1090.712556,409.0172084,272.6781389,725.8225563,435.4935338,217.7467669,72.58225563,Pre-lockdown,15,2,2018,0,0,0,0,1,0,0,1
16-02-2018,23.3,60.3,Winter,17.8,0,3130000,4004.325397,2673.339164,1330.986234,935.6687072,1069.335665,401.0008745,267.3339164,665.493117,399.2958702,199.6479351,66.5493117,Pre-lockdown,16,2,2018,0,0,0,0,1,0,0,1
17-02-2018,23.5,55.1,Winter,22.5,0,3130000,4321.438123,2838.189108,1483.249015,993.3661877,1135.275643,425.7283662,283.8189108,741.6245076,444.9747045,222.4873523,74.16245076,Pre-lockdown,17,2,2018,0,0,0,0,1,0,0,1
18-02-2018,23.5,51.5,Winter,22.5,0,3130000,4321.438123,2875.965027,1445.473096,1006.587759,1150.386011,431.394754,287.5965027,722.7365482,433.6419289,216.8209645,72.27365482,Pre-lockdown,18,2,2018,0,0,0,0,1,0,0,1
19-02-2018,23.9,47,Winter,22.2,0,3130000,4352.527606,2848.564899,1503.962707,996.9977147,1139.42596,427.2847349,284.8564899,751.9813534,451.188812,225.594406,75.19813534,Pre-lockdown,19,2,2018,0,0,0,0,1,0,0,1
20-02-2018,24.2,45.7,Winter,22.1,0,3130000,4383.617089,2977.170136,1406.446953,1042.009548,1190.868054,446.5755204,297.7170136,703.2234765,421.9340859,210.967043,70.32234765,Pre-lockdown,20,2,2018,0,0,0,0,1,0,0,1
21-02-2018,24,49.9,Winter,19.6,0,3130000,3665.531884,2530.145011,1135.386872,885.5507539,1012.058004,379.5217517,253.0145011,567.6934362,340.6160617,170.3080309,56.76934362,Pre-lockdown,21,2,2018,0,0,0,0,1,0,0,1
22-02-2018,24.3,53.1,Winter,19.1,0,3130000,3666.38722,2420.757129,1245.630091,847.2649952,968.3028516,363.1135694,242.0757129,622.8150455,373.6890273,186.8445137,62.28150455,Pre-lockdown,22,2,2018,0,0,0,0,1,0,0,1
23-02-2018,24.9,55.6,Winter,19,0,3130000,3667.242556,2519.348194,1147.894362,881.7718679,1007.739278,377.9022291,251.9348194,573.9471811,344.3683087,172.1841543,57.39471811,Pre-lockdown,23,2,2018,0,0,0,0,1,0,0,1
24-02-2018,25.1,54.7,Winter,20.5,0,3130000,3668.097892,2439.715415,1228.382476,853.9003953,975.8861661,365.9573123,243.9715415,614.1912381,368.5147429,184.2573714,61.41912381,Pre-lockdown,24,2,2018,0,0,0,0,1,0,0,1
25-02-2018,24.4,51.4,Winter,23.5,0,3130000,3668.953228,2562.111215,1106.842012,896.7389254,1024.844486,384.3166823,256.2111215,553.4210062,332.0526037,166.0263019,55.34210062,Pre-lockdown,25,2,2018,0,0,0,0,1,0,0,1
26-02-2018,24.4,44.8,Winter,23.7,0,3130000,3669.808564,2562.175406,1107.633158,896.7613921,1024.870162,384.3263109,256.2175406,553.8165791,332.2899475,166.1449737,55.38165791,Pre-lockdown,26,2,2018,0,0,0,0,1,0,0,1
27-02-2018,24.7,43.4,Winter,23.6,0,3130000,3670.663899,2483.374792,1187.289107,869.1811773,993.3499169,372.5062188,248.3374792,593.6445535,356.1867321,178.0933661,59.36445535,Pre-lockdown,27,2,2018,0,0,0,0,1,0,0,1
28-02-2018,25.1,42.7,Winter,23.8,0,3130000,3671.519236,2424.573737,1246.945499,848.600808,969.8294948,363.6860606,242.4573737,623.4727493,374.0836496,187.0418248,62.34727493,Pre-lockdown,28,2,2018,0,0,0,0,1,0,0,1
01-03-2018,25.9,43,Summer,23.8,0,3130000,4700.729814,3072.051376,1628.678438,1075.217982,1228.820551,460.8077065,307.2051376,814.3392189,488.6035314,244.3017657,81.43392189,Pre-lockdown,1,3,2018,0,0,0,1,0,0,0,1
02-03-2018,26.1,47.2,Summer,22.9,0,3130000,4669.640331,3084.256004,1585.384327,1079.489602,1233.702402,462.6384006,308.4256004,792.6921636,475.6152982,237.8076491,79.26921636,Pre-lockdown,2,3,2018,0,0,0,1,0,0,0,1
03-03-2018,26.1,53.5,Summer,18.8,0,3130000,4414.706572,2924.055967,1490.650605,1023.419588,1169.622387,438.608395,292.4055967,745.3253024,447.1951815,223.5975907,74.53253024,Pre-lockdown,3,3,2018,0,0,0,1,0,0,0,1
04-03-2018,25.9,63.3,Summer,19.9,0,3130000,4458.231848,3006.628403,1451.603445,1052.319941,1202.651361,450.9942605,300.6628403,725.8017224,435.4810334,217.7405167,72.58017224,Pre-lockdown,4,3,2018,0,0,0,1,0,0,0,1
05-03-2018,25.8,58.3,Summer,20.4,0,3130000,4476.885538,3017.743664,1459.141874,1056.210282,1207.097465,452.6615496,301.7743664,729.5709369,437.7425622,218.8712811,72.95709369,Pre-lockdown,5,3,2018,0,0,0,1,0,0,0,1
06-03-2018,26,49.6,Summer,20.6,0,3130000,4514.192917,2975.953395,1538.239522,1041.583688,1190.381358,446.3930093,297.5953395,769.1197609,461.4718565,230.7359283,76.91197609,Pre-lockdown,6,3,2018,0,0,0,1,0,0,0,1
07-03-2018,26.4,52.9,Summer,19.8,0,3130000,4514.192917,3040.894905,1473.298012,1064.313217,1216.357962,456.1342358,304.0894905,736.649006,441.9894036,220.9947018,73.6649006,Pre-lockdown,7,3,2018,0,0,0,1,0,0,0,1
08-03-2018,25.9,56.4,Summer,22,0,3130000,4588.807676,3008.886588,1579.921088,1053.110306,1203.554635,451.3329883,300.8886588,789.9605438,473.9763263,236.9881631,78.99605438,Pre-lockdown,8,3,2018,0,0,0,1,0,0,0,1
09-03-2018,26.2,52.2,Summer,21.7,0,3130000,4607.461366,3215.164096,1392.29727,1125.307434,1286.065638,482.2746144,321.5164096,696.1486349,417.6891809,208.8445905,69.61486349,Pre-lockdown,9,3,2018,0,0,0,1,0,0,0,1
10-03-2018,26.5,50.2,Summer,21.9,0,3130000,4657.204538,3191.575275,1465.629263,1117.051346,1276.63011,478.7362913,319.1575275,732.8146315,439.6887789,219.8443895,73.28146315,Pre-lockdown,10,3,2018,0,0,0,1,0,0,0,1
11-03-2018,27.5,44.6,Summer,21.6,0,3130000,4762.90878,3254.742637,1508.166143,1139.159923,1301.897055,488.2113956,325.4742637,754.0830714,452.4498428,226.2249214,75.40830714,Pre-lockdown,11,3,2018,0,0,0,1,0,0,0,1
12-03-2018,26.5,41.2,Summer,20.9,0,3130000,4595.025573,3034.885849,1560.139724,1062.210047,1213.954339,455.2328773,303.4885849,780.0698619,468.0419172,234.0209586,78.00698619,Pre-lockdown,12,3,2018,0,0,0,1,0,0,0,1
13-03-2018,26.9,42.5,Summer,20,0,3130000,4588.807676,3031.505029,1557.302647,1061.02676,1212.602012,454.7257544,303.1505029,778.6513234,467.1907941,233.595397,77.86513234,Pre-lockdown,13,3,2018,0,0,0,1,0,0,0,1
14-03-2018,27,37.2,Summer,18.9,0,3130000,4532.846607,3127.08381,1405.762796,1094.479334,1250.833524,469.0625715,312.708381,702.8813982,421.7288389,210.8644195,70.28813982,Pre-lockdown,14,3,2018,0,0,0,1,0,0,0,1
15-03-2018,25.3,36.5,Summer,5.6,0,3130000,3494.457878,2325.603993,1168.853885,813.9613976,930.2415973,348.840599,232.5603993,584.4269424,350.6561654,175.3280827,58.44269424,Pre-lockdown,15,3,2018,0,0,0,1,0,0,0,1
16-03-2018,24.3,48.6,Summer,15.9,0.1,3130000,4010.543294,2683.19391,1327.349384,939.1178684,1073.277564,402.4790865,268.319391,663.6746922,398.2048153,199.1024077,66.36746922,Pre-lockdown,16,3,2018,0,0,0,1,0,0,0,1
17-03-2018,25,54.7,Summer,17.8,0,3130000,4215.733881,2900.568136,1315.165745,1015.198847,1160.227254,435.0852204,290.0568136,657.5828727,394.5497236,197.2748618,65.75828727,Pre-lockdown,17,3,2018,0,0,0,1,0,0,0,1
18-03-2018,25.4,60.1,Summer,18.4,5,3130000,4302.784433,2812.652137,1490.132296,984.428248,1125.060855,421.8978206,281.2652137,745.0661481,447.0396889,223.5198444,74.50661481,Pre-lockdown,18,3,2018,0,0,0,1,0,0,0,1
19-03-2018,26.2,59.5,Summer,22.5,0.1,3130000,4657.204538,3074.271616,1582.932922,1075.995066,1229.708646,461.1407424,307.4271616,791.4664612,474.8798767,237.4399384,79.14664612,Pre-lockdown,19,3,2018,0,0,0,1,0,0,0,1
20-03-2018,25.9,50.8,Summer,25.5,0,3130000,4806.434056,3237.094536,1569.33952,1132.983088,1294.837814,485.5641804,323.7094536,784.6697602,470.8018561,235.4009281,78.46697602,Pre-lockdown,20,3,2018,0,0,0,1,0,0,0,1
21-03-2018,25.2,51,Summer,25.9,0,3130000,3672.374572,2449.366639,1223.007933,857.2783235,979.7466554,367.4049958,244.9366639,611.5039667,366.90238,183.45119,61.15039667,Pre-lockdown,21,3,2018,0,0,0,1,0,0,0,1
22-03-2018,24.3,45.9,Summer,26.7,0,3130000,3673.229907,2390.35891,1282.870997,836.6256185,956.143564,358.5538365,239.035891,641.4354985,384.8612991,192.4306496,64.14354985,Pre-lockdown,22,3,2018,0,0,0,1,0,0,0,1
23-03-2018,24.1,50,Summer,26.6,0,3130000,3674.085243,2499.38769,1174.697554,874.7856914,999.7550759,374.9081535,249.938769,587.3487769,352.4092661,176.2046331,58.73487769,Pre-lockdown,23,3,2018,0,0,0,1,0,0,0,1
24-03-2018,25.6,54,Summer,26.3,0,3130000,3674.94058,2467.944862,1206.995718,863.7807015,987.1779446,370.1917292,246.7944862,603.4978591,362.0987155,181.0493577,60.34978591,Pre-lockdown,24,3,2018,0,0,0,1,0,0,0,1
25-03-2018,26.7,44.5,Summer,26.1,0,3130000,3675.795915,2562.621436,1113.174479,896.9175026,1025.048574,384.3932154,256.2621436,556.5872394,333.9523436,166.9761718,55.65872394,Pre-lockdown,25,3,2018,0,0,0,1,0,0,0,1
26-03-2018,27.7,41.3,Summer,25.7,0,3130000,3676.651251,2398.278304,1278.372948,839.3974063,959.3113215,359.7417455,239.8278304,639.1864738,383.5118843,191.7559421,63.91864738,Pre-lockdown,26,3,2018,0,0,0,1,0,0,0,1
27-03-2018,28.3,48.9,Summer,25.9,0,3130000,3677.506588,2415.681074,1261.825514,845.4883757,966.2724294,362.352161,241.5681074,630.912757,378.5476542,189.2738271,63.0912757,Pre-lockdown,27,3,2018,0,0,0,1,0,0,0,1
28-03-2018,27.1,54.7,Summer,25.9,0,3130000,3678.361923,2396.880321,1281.481602,838.9081122,958.7521282,359.5320481,239.6880321,640.740801,384.4444806,192.2222403,64.0740801,Pre-lockdown,28,3,2018,0,0,0,1,0,0,0,1
29-03-2018,27.1,52.2,Summer,25.6,0,3130000,3679.217259,2472.476592,1206.740667,865.3668072,988.9906368,370.8714888,247.2476592,603.3703335,362.0222001,181.0111,60.33703335,Pre-lockdown,29,3,2018,0,0,0,1,0,0,0,1
30-03-2018,27,51.5,Summer,26.5,0,3130000,3680.072595,2560.303938,1119.768657,896.1063783,1024.121575,384.0455907,256.0303938,559.8843287,335.9305972,167.9652986,55.98843287,Pre-lockdown,30,3,2018,0,0,0,1,0,0,0,1
31-03-2018,27.1,53.6,Summer,26.2,0,3130000,3680.92793,2402.536862,1278.391068,840.8879017,961.0147448,360.3805293,240.2536862,639.1955342,383.5173205,191.7586603,63.91955342,Pre-lockdown,31,3,2018,0,0,0,1,0,0,0,1
01-04-2018,27,51.4,Summer,26.8,0,3130000,5024.060437,3490.846639,1533.213798,1221.796323,1396.338655,523.6269958,349.0846639,766.606899,459.9641394,229.9820697,76.6606899,Pre-lockdown,1,4,2018,0,0,0,1,0,0,0,1
02-04-2018,27.9,49.2,Summer,24.1,0,3130000,4968.099367,3309.089475,1659.009893,1158.181316,1323.63579,496.3634212,330.9089475,829.5049463,497.7029678,248.8514839,82.95049463,Pre-lockdown,2,4,2018,0,0,0,1,0,0,0,1
03-04-2018,27.8,48.7,Summer,25.4,0,3130000,5036.49623,3396.942593,1639.553636,1188.929908,1358.777037,509.541389,339.6942593,819.7768181,491.8660909,245.9330454,81.97768181,Pre-lockdown,3,4,2018,0,0,0,1,0,0,0,1
04-04-2018,28.3,53.2,Summer,24.8,0,3130000,5061.367816,3418.718896,1642.64892,1196.551614,1367.487559,512.8078344,341.8718896,821.3244599,492.7946759,246.397338,82.13244599,Pre-lockdown,4,4,2018,0,0,0,1,0,0,0,1
05-04-2018,28.5,51.3,Summer,24.5,0,3130000,5067.585713,3385.140928,1682.444785,1184.799325,1354.056371,507.7711392,338.5140928,841.2223924,504.7334354,252.3667177,84.12223924,Pre-lockdown,5,4,2018,0,0,0,1,0,0,0,1
06-04-2018,27.3,51.2,Summer,18.3,0.1,3130000,4532.846607,3041.871417,1490.97519,1064.654996,1216.748567,456.2807125,304.1871417,745.487595,447.292557,223.6462785,74.5487595,Pre-lockdown,6,4,2018,0,0,0,1,0,0,0,1
07-04-2018,28.1,50.9,Summer,24,2.6,3130000,4986.753057,3247.791503,1738.961554,1136.727026,1299.116601,487.1687255,324.7791503,869.4807768,521.6884661,260.844233,86.94807768,Pre-lockdown,7,4,2018,0,0,0,1,0,0,0,1
08-04-2018,27.2,49.4,Summer,24.6,1.3,3130000,4912.138298,3302.828668,1609.30963,1155.990034,1321.131467,495.4243002,330.2828668,804.6548152,482.7928891,241.3964445,80.46548152,Pre-lockdown,8,4,2018,0,0,0,1,0,0,0,1
09-04-2018,27.3,41.3,Summer,23.7,0,3130000,4868.613022,3337.923525,1530.689497,1168.273234,1335.16941,500.6885288,333.7923525,765.3447483,459.206849,229.6034245,76.53447483,Pre-lockdown,9,4,2018,0,0,0,1,0,0,0,1
10-04-2018,27.6,41.7,Summer,23.4,0,3130000,4887.266712,3186.928677,1700.338034,1115.425037,1274.771471,478.0393016,318.6928677,850.1690172,510.1014103,255.0507051,85.01690172,Pre-lockdown,10,4,2018,0,0,0,1,0,0,0,1
11-04-2018,27.2,50.5,Summer,23.4,0,3130000,4837.523539,3275.90334,1561.6202,1146.566169,1310.361336,491.3855009,327.590334,780.8100998,468.4860599,234.2430299,78.08100998,Pre-lockdown,11,4,2018,0,0,0,1,0,0,0,1
12-04-2018,27.6,53.2,Summer,25.8,0,3130000,5036.49623,3443.324265,1593.171965,1205.163493,1377.329706,516.4986397,344.3324265,796.5859825,477.9515895,238.9757947,79.65859825,Pre-lockdown,12,4,2018,0,0,0,1,0,0,0,1
13-04-2018,28.1,51.8,Summer,26.4,0,3130000,5135.982575,3460.027906,1675.954669,1211.009767,1384.011162,519.0041859,346.0027906,837.9773344,502.7864006,251.3932003,83.79773344,Pre-lockdown,13,4,2018,0,0,0,1,0,0,0,1
14-04-2018,28.5,46.7,Summer,26.4,0,3130000,5185.725748,3574.765854,1610.959893,1251.168049,1429.906342,536.2148781,357.4765854,805.4799467,483.287968,241.643984,80.54799467,Pre-lockdown,14,4,2018,0,0,0,1,0,0,0,1
15-04-2018,28.4,55.5,Summer,23,0.1,3130000,4961.881471,3467.712417,1494.169054,1213.699346,1387.084967,520.1568626,346.7712417,747.0845268,448.2507161,224.125358,74.70845268,Pre-lockdown,15,4,2018,0,0,0,1,0,0,0,1
16-04-2018,29.2,55.4,Summer,23.8,0,3130000,5111.110989,3411.713878,1699.397111,1194.099857,1364.685551,511.7570817,341.1713878,849.6985554,509.8191333,254.9095666,84.96985554,Pre-lockdown,16,4,2018,0,0,0,1,0,0,0,1
17-04-2018,29.1,62.3,Summer,21.8,0.8,3130000,4974.317264,3239.569246,1734.748018,1133.849236,1295.827698,485.9353869,323.9569246,867.374009,520.4244054,260.2122027,86.7374009,Pre-lockdown,17,4,2018,0,0,0,1,0,0,0,1
